Date,Sampling_Interval,Site,Location,Species,Temp_Hardening,Tide_Hardening,Bag_Numb,SLOT_NUMB_S-N,Living_Numb,Mortality_Total,Mortality_Non-Drill,Mortality_Drill,Moribund_Numb,Sampled_Numb,Other_Numb,Remaining_Numb,PropDead,PropRemaining,OysterDrill_Numb,Notes
6/3/2022,0,Middle,Hamlet,M_gigas,21,T,19,9,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,Middle,Hamlet,M_gigas,21,T,20,4,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,Middle,Hamlet,M_gigas,21,T,21,6,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,Middle,Hamlet,M_gigas,21,NT,22,11,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,Middle,Hamlet,M_gigas,21,NT,23,3,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,Middle,Hamlet,M_gigas,21,NT,24,2,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,South,Tomasini Point,M_gigas,15,NT,25,4,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,South,Tomasini Point,M_gigas,15,NT,26,1,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,South,Tomasini Point,M_gigas,15,NT,27,7,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,South,Tomasini Point,M_gigas,15,T,28,5,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,South,Tomasini Point,M_gigas,15,T,29,10,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,South,Tomasini Point,M_gigas,15,T,30,11,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,South,Tomasini Point,M_gigas,21,T,31,3,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,South,Tomasini Point,M_gigas,21,T,32,6,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,South,Tomasini Point,M_gigas,21,T,33,12,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,South,Tomasini Point,M_gigas,21,NT,34,9,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,South,Tomasini Point,M_gigas,21,NT,35,2,250,0,0,0,0,0,0,250,0,1,0,
6/3/2022,0,South,Tomasini Point,M_gigas,21,NT,36,8,250,0,0,0,0,0,0,250,0,1,0,
6/16/2022,1,North,Tom's Point,M_gigas,15,NT,1,2,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,North,Tom's Point,M_gigas,15,NT,2,7,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,North,Tom's Point,M_gigas,15,NT,3,8,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,North,Tom's Point,M_gigas,15,T,4,1,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,North,Tom's Point,M_gigas,15,T,5,3,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,North,Tom's Point,M_gigas,15,T,6,9,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,North,Tom's Point,M_gigas,21,T,7,4,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,North,Tom's Point,M_gigas,21,T,8,10,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,North,Tom's Point,M_gigas,21,T,9,6,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,North,Tom's Point,M_gigas,21,NT,10,11,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,North,Tom's Point,M_gigas,21,NT,11,12,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,North,Tom's Point,M_gigas,21,NT,12,5,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,Middle,Hamlet,M_gigas,15,NT,13,9,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,Middle,Hamlet,M_gigas,15,NT,14,12,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,Middle,Hamlet,M_gigas,15,NT,15,1,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,Middle,Hamlet,M_gigas,15,T,16,5,250,1,1,0,0,10,0,239,0.004,0.996,0,
6/16/2022,1,Middle,Hamlet,M_gigas,15,T,17,7,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,Middle,Hamlet,M_gigas,15,T,18,10,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,Middle,Hamlet,M_gigas,21,T,19,9,250,1,1,0,0,10,0,239,0.004,0.996,0,
6/16/2022,1,Middle,Hamlet,M_gigas,21,T,20,4,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,Middle,Hamlet,M_gigas,21,T,21,6,250,0,0,0,0,10,0,240,0,1,0,
6/16/2022,1,Middle,Hamlet,M_gigas,21,NT,22,11,250,2,2,0,0,10,0,238,0.008,0.992,0,
6/16/2022,1,Middle,Hamlet,M_gigas,21,NT,23,3,250,1,1,0,0,10,0,239,0.004,0.996,0,
6/16/2022,1,Middle,Hamlet,M_gigas,21,NT,24,2,250,0,0,0,0,10,0,240,0,1,0,
6/17/2022,1,South,Tomasini Point,M_gigas,15,NT,25,4,250,8,1,7,1,10,0,232,0.032,0.968,3,
6/17/2022,1,South,Tomasini Point,M_gigas,15,NT,26,1,250,0,0,0,0,10,0,240,0,1,0,
6/17/2022,1,South,Tomasini Point,M_gigas,15,NT,27,7,250,5,0,5,1,10,0,235,0.02,0.98,0,
6/17/2022,1,South,Tomasini Point,M_gigas,15,T,28,5,250,6,0,6,0,10,0,234,0.024,0.976,5,
6/17/2022,1,South,Tomasini Point,M_gigas,15,T,29,10,250,0,0,0,0,10,0,240,0,1,0,
6/17/2022,1,South,Tomasini Point,M_gigas,15,T,30,11,250,0,0,0,0,10,0,240,0,1,0,
6/17/2022,1,South,Tomasini Point,M_gigas,21,T,31,3,250,1,1,0,0,10,0,239,0.004,0.996,0,
6/17/2022,1,South,Tomasini Point,M_gigas,21,T,32,6,250,8,1,7,0,10,1,231,0.032,0.968,1,
6/17/2022,1,South,Tomasini Point,M_gigas,21,T,33,12,250,7,4,3,0,10,0,233,0.028,0.972,0,
6/17/2022,1,South,Tomasini Point,M_gigas,21,NT,34,9,250,2,1,1,0,10,0,238,0.008,0.992,2,
6/17/2022,1,South,Tomasini Point,M_gigas,21,NT,35,2,250,0,0,0,0,10,0,240,0,1,5,
6/17/2022,1,South,Tomasini Point,M_gigas,21,NT,36,8,250,2,2,0,0,10,0,238,0.008,0.992,1,
6/29/2022,2,North,Tom's Point,M_gigas,15,NT,1,2,240,0,0,0,0,10,10,220,0,1,0,
6/29/2022,2,North,Tom's Point,M_gigas,15,NT,2,7,240,0,0,0,0,10,10,220,0,1,0,
6/29/2022,2,North,Tom's Point,M_gigas,15,NT,3,8,240,0,0,0,0,10,10,220,0,1,0,
6/29/2022,2,North,Tom's Point,M_gigas,15,T,4,1,240,1,1,0,0,10,10,219,0.004166667,0.995833333,0,
6/29/2022,2,North,Tom's Point,M_gigas,15,T,5,3,240,0,0,0,0,10,10,220,0,1,0,
6/29/2022,2,North,Tom's Point,M_gigas,15,T,6,9,240,0,0,0,0,10,10,220,0,1,0,
6/29/2022,2,North,Tom's Point,M_gigas,21,T,7,4,240,1,1,0,0,10,10,219,0.004166667,0.995833333,0,
6/29/2022,2,North,Tom's Point,M_gigas,21,T,8,10,240,3,3,0,0,10,10,217,0.0125,0.9875,0,
6/29/2022,2,North,Tom's Point,M_gigas,21,T,9,6,240,0,0,0,0,10,10,220,0,1,0,
6/29/2022,2,North,Tom's Point,M_gigas,21,NT,10,11,240,0,0,0,0,10,10,220,0,1,0,
6/29/2022,2,North,Tom's Point,M_gigas,21,NT,11,12,240,0,0,0,0,10,10,220,0,1,0,
6/29/2022,2,North,Tom's Point,M_gigas,21,NT,12,5,240,1,1,0,0,10,10,219,0.004166667,0.995833333,0,
6/29/2022,2,Middle,Hamlet,M_gigas,15,NT,13,9,240,0,0,0,0,10,10,220,0,1,0,
6/29/2022,2,Middle,Hamlet,M_gigas,15,NT,14,12,240,2,2,0,0,10,10,218,0.008333333,0.991666667,0,
6/29/2022,2,Middle,Hamlet,M_gigas,15,NT,15,1,240,0,0,0,0,10,10,220,0,1,0,
6/29/2022,2,Middle,Hamlet,M_gigas,15,T,16,5,239,0,0,0,0,10,10,219,0,1,0,
6/29/2022,2,Middle,Hamlet,M_gigas,15,T,17,7,240,0,0,0,0,10,10,220,0,1,0,
6/29/2022,2,Middle,Hamlet,M_gigas,15,T,18,10,240,0,0,0,0,10,10,220,0,1,0,
6/29/2022,2,Middle,Hamlet,M_gigas,21,T,19,9,239,2,2,0,0,10,10,217,0.008368201,0.991631799,0,
6/29/2022,2,Middle,Hamlet,M_gigas,21,T,20,4,240,1,1,0,0,10,10,219,0.004166667,0.995833333,0,
6/29/2022,2,Middle,Hamlet,M_gigas,21,T,21,6,240,1,1,0,0,10,10,219,0.004166667,0.995833333,0,
6/29/2022,2,Middle,Hamlet,M_gigas,21,NT,22,11,238,1,1,0,0,10,10,217,0.004201681,0.995798319,0,
6/29/2022,2,Middle,Hamlet,M_gigas,21,NT,23,3,239,2,2,0,0,10,10,217,0.008368201,0.991631799,0,
6/29/2022,2,Middle,Hamlet,M_gigas,21,NT,24,2,240,1,1,0,0,10,10,219,0.004166667,0.995833333,0,
6/30/2022,2,South,Tomasini Point,M_gigas,15,NT,25,4,232,3,2,1,0,10,10,209,0.012931034,0.987068966,12,
6/30/2022,2,South,Tomasini Point,M_gigas,15,NT,26,1,240,1,1,0,0,10,10,219,0.004166667,0.995833333,11,
6/30/2022,2,South,Tomasini Point,M_gigas,15,NT,27,7,235,5,0,5,0,10,10,210,0.021276596,0.978723404,21,
6/30/2022,2,South,Tomasini Point,M_gigas,15,T,28,5,234,7,4,3,0,10,10,207,0.02991453,0.97008547,2,
6/30/2022,2,South,Tomasini Point,M_gigas,15,T,29,10,240,1,0,1,0,10,10,219,0.004166667,0.995833333,7,
6/30/2022,2,South,Tomasini Point,M_gigas,15,T,30,11,240,0,0,0,0,10,10,220,0,1,20,
6/30/2022,2,South,Tomasini Point,M_gigas,21,T,31,3,239,4,4,0,0,10,10,215,0.016736402,0.983263598,6,
6/30/2022,2,South,Tomasini Point,M_gigas,21,T,32,6,231,8,2,6,0,10,10,203,0.034632035,0.965367965,8,
6/30/2022,2,South,Tomasini Point,M_gigas,21,T,33,12,233,0,0,0,0,10,10,213,0,1,16,
6/30/2022,2,South,Tomasini Point,M_gigas,21,NT,34,9,238,4,2,2,0,10,10,214,0.016806723,0.983193277,10,
6/30/2022,2,South,Tomasini Point,M_gigas,21,NT,35,2,240,4,3,1,0,10,10,216,0.016666667,0.983333333,11,
6/30/2022,2,South,Tomasini Point,M_gigas,21,NT,36,8,238,1,1,0,0,10,10,217,0.004201681,0.995798319,3,
7/13/2022,3,North,Tom's Point,M_gigas,15,NT,1,2,220,1,1,0,0,10,0,209,0.004545455,0.995454545,0,
7/13/2022,3,North,Tom's Point,M_gigas,15,NT,2,7,220,2,2,0,0,10,0,208,0.009090909,0.990909091,0,
7/13/2022,3,North,Tom's Point,M_gigas,15,NT,3,8,220,0,0,0,0,10,0,210,0,1,0,
7/13/2022,3,North,Tom's Point,M_gigas,15,T,4,1,219,0,0,0,0,10,0,209,0,1,0,
7/13/2022,3,North,Tom's Point,M_gigas,15,T,5,3,220,0,0,0,0,10,0,210,0,1,0,
7/13/2022,3,North,Tom's Point,M_gigas,15,T,6,9,220,0,0,0,0,10,0,210,0,1,0,
7/13/2022,3,North,Tom's Point,M_gigas,21,T,7,4,219,3,3,0,0,10,0,206,0.01369863,0.98630137,0,
7/13/2022,3,North,Tom's Point,M_gigas,21,T,8,10,217,3,3,0,0,10,0,204,0.013824885,0.986175115,0,
7/13/2022,3,North,Tom's Point,M_gigas,21,T,9,6,220,0,0,0,0,10,0,210,0,1,0,
7/13/2022,3,North,Tom's Point,M_gigas,21,NT,10,11,220,1,1,0,0,10,0,209,0.004545455,0.995454545,0,
7/13/2022,3,North,Tom's Point,M_gigas,21,NT,11,12,220,2,2,0,0,10,0,208,0.009090909,0.990909091,0,
7/13/2022,3,North,Tom's Point,M_gigas,21,NT,12,5,219,1,1,0,0,10,0,208,0.00456621,0.99543379,0,
7/13/2022,3,Middle,Hamlet,M_gigas,15,NT,13,9,220,0,0,0,0,10,0,210,0,1,0,
7/13/2022,3,Middle,Hamlet,M_gigas,15,NT,14,12,218,1,1,0,0,10,0,207,0.004587156,0.995412844,0,
7/13/2022,3,Middle,Hamlet,M_gigas,15,NT,15,1,220,0,0,0,0,10,0,210,0,1,0,
7/13/2022,3,Middle,Hamlet,M_gigas,15,T,16,5,219,0,0,0,0,10,0,209,0,1,0,
7/13/2022,3,Middle,Hamlet,M_gigas,15,T,17,7,220,0,0,0,0,10,0,210,0,1,0,
7/13/2022,3,Middle,Hamlet,M_gigas,15,T,18,10,220,17,17,0,0,10,0,193,0.077272727,0.922727273,0,
7/13/2022,3,Middle,Hamlet,M_gigas,21,T,19,9,217,0,0,0,0,10,0,207,0,1,0,
7/13/2022,3,Middle,Hamlet,M_gigas,21,T,20,4,219,0,0,0,0,9,0,210,0,1,0,
7/13/2022,3,Middle,Hamlet,M_gigas,21,T,21,6,219,1,1,0,0,10,0,208,0.00456621,0.99543379,0,
7/13/2022,3,Middle,Hamlet,M_gigas,21,NT,22,11,217,4,4,0,0,10,1,202,0.01843318,0.98156682,0,
7/13/2022,3,Middle,Hamlet,M_gigas,21,NT,23,3,217,2,2,0,0,10,0,205,0.00921659,0.99078341,0,
7/13/2022,3,Middle,Hamlet,M_gigas,21,NT,24,2,219,0,0,0,0,10,0,209,0,1,0,
7/14/2022,3,South,Tomasini Point,M_gigas,15,NT,25,4,209,2,1,1,0,10,0,197,0.009569378,0.990430622,7,
7/14/2022,3,South,Tomasini Point,M_gigas,15,NT,26,1,219,1,1,0,0,10,0,208,0.00456621,0.99543379,1,
7/14/2022,3,South,Tomasini Point,M_gigas,15,NT,27,7,210,4,2,2,0,10,0,196,0.019047619,0.980952381,4,
7/14/2022,3,South,Tomasini Point,M_gigas,15,T,28,5,207,1,0,1,0,10,0,196,0.004830918,0.995169082,8,
7/14/2022,3,South,Tomasini Point,M_gigas,15,T,29,10,219,0,0,0,0,10,0,209,0,1,1,
7/14/2022,3,South,Tomasini Point,M_gigas,15,T,30,11,220,3,3,0,0,10,0,207,0.013636364,0.986363636,0,
7/14/2022,3,South,Tomasini Point,M_gigas,21,T,31,3,215,4,4,0,0,10,0,201,0.018604651,0.981395349,11,
7/14/2022,3,South,Tomasini Point,M_gigas,21,T,32,6,203,8,5,3,0,9,0,186,0.039408867,0.960591133,3,
7/14/2022,3,South,Tomasini Point,M_gigas,21,T,33,12,213,4,4,0,1,10,0,199,0.018779343,0.981220657,1,
7/14/2022,3,South,Tomasini Point,M_gigas,21,NT,34,9,214,4,4,0,0,10,0,200,0.018691589,0.981308411,5,
7/14/2022,3,South,Tomasini Point,M_gigas,21,NT,35,2,216,2,0,2,0,10,0,204,0.009259259,0.990740741,11,
7/14/2022,3,South,Tomasini Point,M_gigas,21,NT,36,8,217,4,0,4,0,10,0,203,0.01843318,0.98156682,4,
7/30/2022,4,North,Tom's Point,M_gigas,15,NT,1,2,209,0,0,0,0,10,10,189,0,1,0,
7/30/2022,4,North,Tom's Point,M_gigas,15,NT,2,7,208,0,0,0,0,10,10,188,0,1,0,
7/30/2022,4,North,Tom's Point,M_gigas,15,NT,3,8,210,1,1,0,0,10,10,189,0.004761905,0.995238095,0,
7/30/2022,4,North,Tom's Point,M_gigas,15,T,4,1,209,1,1,0,0,10,10,188,0.004784689,0.995215311,0,
7/30/2022,4,North,Tom's Point,M_gigas,15,T,5,3,210,0,0,0,0,10,10,190,0,1,0,
7/30/2022,4,North,Tom's Point,M_gigas,15,T,6,9,210,0,0,0,0,10,10,190,0,1,0,
7/30/2022,4,North,Tom's Point,M_gigas,21,T,7,4,206,4,4,0,0,10,10,182,0.019417476,0.980582524,0,
7/30/2022,4,North,Tom's Point,M_gigas,21,T,8,10,204,10,10,0,0,10,10,174,0.049019608,0.950980392,0,
7/30/2022,4,North,Tom's Point,M_gigas,21,T,9,6,210,5,5,0,0,10,10,185,0.023809524,0.976190476,0,
7/30/2022,4,North,Tom's Point,M_gigas,21,NT,10,11,209,1,1,0,0,10,10,188,0.004784689,0.995215311,0,
7/30/2022,4,North,Tom's Point,M_gigas,21,NT,11,12,208,1,1,0,0,10,10,187,0.004807692,0.995192308,0,
7/30/2022,4,North,Tom's Point,M_gigas,21,NT,12,5,208,1,1,0,0,10,10,187,0.004807692,0.995192308,0,
7/28/2022,4,Middle,Hamlet,M_gigas,15,NT,13,9,210,12,12,0,2,10,10,176,0.057142857,0.942857143,0,
7/28/2022,4,Middle,Hamlet,M_gigas,15,NT,14,12,207,0,0,0,0,10,10,187,0,1,0,
7/28/2022,4,Middle,Hamlet,M_gigas,15,NT,15,1,210,81,81,0,0,10,10,109,0.385714286,0.614285714,0,"oysters tossed before counting, had to recount afterwards"
7/28/2022,4,Middle,Hamlet,M_gigas,15,T,16,5,209,2,2,0,0,10,10,187,0.009569378,0.990430622,0,
7/28/2022,4,Middle,Hamlet,M_gigas,15,T,17,7,210,5,5,0,0,10,10,185,0.023809524,0.976190476,0,
7/28/2022,4,Middle,Hamlet,M_gigas,15,T,18,10,193,108,108,0,0,10,10,65,0.559585492,0.440414508,0,
7/28/2022,4,Middle,Hamlet,M_gigas,21,T,19,9,207,0,0,0,0,10,10,187,0,1,0,
7/28/2022,4,Middle,Hamlet,M_gigas,21,T,20,4,210,0,0,0,0,10,10,190,0,1,0,
7/28/2022,4,Middle,Hamlet,M_gigas,21,T,21,6,208,25,25,0,5,10,10,161,0.120192308,0.879807692,0,
7/28/2022,4,Middle,Hamlet,M_gigas,21,NT,22,11,202,1,1,0,0,10,10,181,0.004950495,0.995049505,0,
7/28/2022,4,Middle,Hamlet,M_gigas,21,NT,23,3,205,2,2,0,0,10,10,183,0.009756098,0.990243902,0,
7/28/2022,4,Middle,Hamlet,M_gigas,21,NT,24,2,209,90,90,0,0,10,10,99,0.43062201,0.56937799,0,
7/29/2022,4,South,Tomasini Point,M_gigas,15,NT,25,4,197,1,0,1,0,10,10,176,0.005076142,0.994923858,0,
7/29/2022,4,South,Tomasini Point,M_gigas,15,NT,26,1,208,2,2,0,0,10,10,186,0.009615385,0.990384615,"Bag O, no amount",
7/29/2022,4,South,Tomasini Point,M_gigas,15,NT,27,7,196,2,2,0,0,10,10,174,0.010204082,0.989795918,0,
7/29/2022,4,South,Tomasini Point,M_gigas,15,T,28,5,196,3,1,2,0,10,10,173,0.015306122,0.984693878,CP/G?,
7/29/2022,4,South,Tomasini Point,M_gigas,15,T,29,10,209,0,0,0,0,10,10,189,0,1,43,
7/29/2022,4,South,Tomasini Point,M_gigas,15,T,30,11,207,4,3,1,0,10,10,183,0.019323671,0.980676329,2,
7/29/2022,4,South,Tomasini Point,M_gigas,21,T,31,3,201,1,0,0,0,10,10,180,0.004975124,0.995024876,2,
7/29/2022,4,South,Tomasini Point,M_gigas,21,T,32,6,186,3,2,1,0,10,10,163,0.016129032,0.983870968,2,
7/29/2022,4,South,Tomasini Point,M_gigas,21,T,33,12,199,3,0,3,0,10,10,176,0.015075377,0.984924623,4,
7/29/2022,4,South,Tomasini Point,M_gigas,21,NT,34,9,200,2,2,0,0,10,10,178,0.01,0.99,0,
7/29/2022,4,South,Tomasini Point,M_gigas,21,NT,35,2,204,7,1,6,0,10,10,177,0.034313725,0.965686275,1,
7/29/2022,4,South,Tomasini Point,M_gigas,21,NT,36,8,203,2,0,0,0,10,10,181,0.009852217,0.990147783,2,
8/12/2022,5,North,Tom's Point,M_gigas,15,NT,1,2,189,5,5,0,0,10,10,164,0.026455026,0.973544974,0,
8/12/2022,5,North,Tom's Point,M_gigas,15,NT,2,7,188,0,0,0,0,10,10,168,0,1,0,
8/12/2022,5,North,Tom's Point,M_gigas,15,NT,3,8,189,2,2,0,0,10,10,167,0.010582011,0.989417989,0,
8/12/2022,5,North,Tom's Point,M_gigas,15,T,4,1,188,2,2,0,0,10,10,166,0.010638298,0.989361702,0,
8/12/2022,5,North,Tom's Point,M_gigas,15,T,5,3,190,5,5,0,0,10,10,165,0.026315789,0.973684211,0,
8/12/2022,5,North,Tom's Point,M_gigas,15,T,6,9,190,0,0,0,0,10,10,170,0,1,0,
8/12/2022,5,North,Tom's Point,M_gigas,21,T,7,4,182,2,2,0,0,10,10,160,0.010989011,0.989010989,0,
8/12/2022,5,North,Tom's Point,M_gigas,21,T,8,10,174,18,18,0,0,10,10,136,0.103448276,0.896551724,0,
8/12/2022,5,North,Tom's Point,M_gigas,21,T,9,6,185,4,4,0,0,10,10,161,0.021621622,0.978378378,0,
8/12/2022,5,North,Tom's Point,M_gigas,21,NT,10,11,188,43,43,0,0,10,10,125,0.228723404,0.771276596,0,
8/12/2022,5,North,Tom's Point,M_gigas,21,NT,11,12,187,70,70,0,0,10,10,97,0.374331551,0.625668449,0,
8/12/2022,5,North,Tom's Point,M_gigas,21,NT,12,5,187,1,1,0,0,10,10,166,0.005347594,0.994652406,0,
8/11/2022,5,Middle,Hamlet,M_gigas,15,NT,13,9,176,67,67,0,0,10,10,89,0.380681818,0.619318182,0,
8/11/2022,5,Middle,Hamlet,M_gigas,15,NT,14,12,187,5,5,0,0,10,10,162,0.026737968,0.973262032,0,
8/11/2022,5,Middle,Hamlet,M_gigas,15,NT,15,1,109,4,4,0,0,10,10,85,0.036697248,0.963302752,0,
8/11/2022,5,Middle,Hamlet,M_gigas,15,T,16,5,187,0,0,0,0,10,10,167,0,1,0,
8/11/2022,5,Middle,Hamlet,M_gigas,15,T,17,7,185,7,7,0,0,10,10,158,0.037837838,0.962162162,0,
8/11/2022,5,Middle,Hamlet,M_gigas,15,T,18,10,65,7,7,0,0,10,10,38,0.107692308,0.892307692,0,
8/11/2022,5,Middle,Hamlet,M_gigas,21,T,19,9,187,44,44,0,0,10,10,123,0.235294118,0.764705882,0,
8/11/2022,5,Middle,Hamlet,M_gigas,21,T,20,4,190,0,0,0,0,10,10,170,0,1,0,
8/11/2022,5,Middle,Hamlet,M_gigas,21,T,21,6,161,66,66,0,0,10,10,75,0.409937888,0.590062112,0,
8/11/2022,5,Middle,Hamlet,M_gigas,21,NT,22,11,181,9,9,0,0,10,10,152,0.049723757,0.950276243,0,
8/11/2022,5,Middle,Hamlet,M_gigas,21,NT,23,3,183,0,0,0,0,10,10,163,0,1,0,
8/11/2022,5,Middle,Hamlet,M_gigas,21,NT,24,2,99,17,17,0,0,10,10,62,0.171717172,0.828282828,0,
8/10/2022,5,South,Tomasini Point,M_gigas,15,NT,25,4,176,2,1,1,0,10,10,154,0.011363636,0.988636364,3,
8/10/2022,5,South,Tomasini Point,M_gigas,15,NT,26,1,186,1,1,0,0,10,10,165,0.005376344,0.994623656,6,
8/10/2022,5,South,Tomasini Point,M_gigas,15,NT,27,7,174,7,1,6,0,10,10,147,0.040229885,0.959770115,12,
8/10/2022,5,South,Tomasini Point,M_gigas,15,T,28,5,173,0,0,0,0,10,10,153,0,1,0,
8/10/2022,5,South,Tomasini Point,M_gigas,15,T,29,10,189,3,3,0,0,10,10,166,0.015873016,0.984126984,0,
8/10/2022,5,South,Tomasini Point,M_gigas,15,T,30,11,183,4,4,0,0,10,10,159,0.021857923,0.978142077,0,
8/10/2022,5,South,Tomasini Point,M_gigas,21,T,31,3,180,3,3,0,0,10,10,157,0.016666667,0.983333333,4,
8/10/2022,5,South,Tomasini Point,M_gigas,21,T,32,6,163,1,0,1,0,10,10,142,0.006134969,0.993865031,6,
8/10/2022,5,South,Tomasini Point,M_gigas,21,T,33,12,176,0,0,0,0,10,10,156,0,1,0,
8/10/2022,5,South,Tomasini Point,M_gigas,21,NT,34,9,178,8,2,6,0,10,10,150,0.04494382,0.95505618,3,
8/10/2022,5,South,Tomasini Point,M_gigas,21,NT,35,2,177,3,1,2,0,10,10,154,0.016949153,0.983050847,30,
8/10/2022,5,South,Tomasini Point,M_gigas,21,NT,36,8,181,3,3,0,0,10,10,158,0.016574586,0.983425414,0,
8/27/2022,6,North,Tom's Point,M_gigas,15,NT,1,2,164,45,45,0,0,10,0,119,0.274390244,0.725609756,0,
8/27/2022,6,North,Tom's Point,M_gigas,15,NT,2,7,168,8,8,0,0,10,0,160,0.047619048,0.952380952,0,
8/27/2022,6,North,Tom's Point,M_gigas,15,NT,3,8,167,53,53,0,0,10,0,114,0.317365269,0.682634731,0,
8/27/2022,6,North,Tom's Point,M_gigas,15,T,4,1,166,2,2,0,0,10,0,164,0.012048193,0.987951807,0,
8/27/2022,6,North,Tom's Point,M_gigas,15,T,5,3,165,43,43,0,0,10,0,122,0.260606061,0.739393939,0,
8/27/2022,6,North,Tom's Point,M_gigas,15,T,6,9,170,39,39,0,0,10,0,131,0.229411765,0.770588235,0,
8/27/2022,6,North,Tom's Point,M_gigas,21,T,7,4,160,76,76,0,0,10,0,84,0.475,0.525,0,
8/27/2022,6,North,Tom's Point,M_gigas,21,T,8,10,136,25,25,0,0,10,0,111,0.183823529,0.816176471,0,
8/27/2022,6,North,Tom's Point,M_gigas,21,T,9,6,161,31,31,0,0,10,0,130,0.192546584,0.807453416,0,
8/27/2022,6,North,Tom's Point,M_gigas,21,NT,10,11,125,45,45,0,0,10,0,80,0.36,0.64,0,
