Sampling_Time,Date,SH_Tide,SH_Temp,Tank,Species,Rep,,L/W,Size_cm
Pre-SH,May-17-2022,No Tide,15,3,M. gigas,8,,W,1.838
Pre-SH,May-17-2022,No Tide,15,3,M. gigas,9,,L,3.406
Pre-SH,May-17-2022,No Tide,15,3,M. gigas,9,,W,1.76
Pre-SH,May-17-2022,No Tide,15,3,M. gigas,10,,L,3.569
Pre-SH,May-17-2022,No Tide,15,3,M. gigas,10,,W,1.802
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,1,,L,3.012
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,1,,W,1.823
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,2,,L,3.07
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,2,,W,1.776
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,3,,L,2.796
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,3,,W,1.711
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,4,,L,2.778
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,4,,W,1.816
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,5,,L,2.951
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,5,,W,1.764
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,6,,L,2.801
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,6,,W,2.01
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,7,,L,2.679
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,7,,W,1.901
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,8,,L,2.508
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,8,,W,1.891
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,9,,L,2.901
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,9,,W,1.816
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,10,,L,3.651
Pre-SH,May-17-2022,No Tide,15,4,M. gigas,10,,W,1.668
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,1,,L,2.887
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,1,,W,1.926
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,2,,L,3.375
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,2,,W,1.943
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,3,,L,3.066
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,3,,W,2.182
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,4,,L,2.578
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,4,,W,1.87
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,5,,L,2.865
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,5,,W,1.853
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,6,,L,2.654
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,6,,W,1.793
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,7,,L,3.171
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,7,,W,1.925
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,8,,L,3.345
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,8,,W,2.13
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,9,,L,2.86
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,9,,W,2.195
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,10,,L,3.259
Pre-SH,May-17-2022,No Tide,15,5,M. gigas,10,,W,1.893
Pre-SH,May-17-2022,Tide,15,6,M. gigas,1,,L,3.076
Pre-SH,May-17-2022,Tide,15,6,M. gigas,1,,W,1.797
Pre-SH,May-17-2022,Tide,15,6,M. gigas,2,,L,2.87
Pre-SH,May-17-2022,Tide,15,6,M. gigas,2,,W,1.983
Pre-SH,May-17-2022,Tide,15,6,M. gigas,3,,L,2.548
Pre-SH,May-17-2022,Tide,15,6,M. gigas,3,,W,1.939
Pre-SH,May-17-2022,Tide,15,6,M. gigas,4,,L,2.817
Pre-SH,May-17-2022,Tide,15,6,M. gigas,4,,W,1.841
Pre-SH,May-17-2022,Tide,15,6,M. gigas,5,,L,2.794
Pre-SH,May-17-2022,Tide,15,6,M. gigas,5,,W,2.02
Pre-SH,May-17-2022,Tide,15,6,M. gigas,6,,L,2.888
Pre-SH,May-17-2022,Tide,15,6,M. gigas,6,,W,1.956
Pre-SH,May-17-2022,Tide,15,6,M. gigas,7,,L,3.063
Pre-SH,May-17-2022,Tide,15,6,M. gigas,7,,W,2.012
Pre-SH,May-17-2022,Tide,15,6,M. gigas,8,,L,3.095
Pre-SH,May-17-2022,Tide,15,6,M. gigas,8,,W,2.216
Pre-SH,May-17-2022,Tide,15,6,M. gigas,9,,L,3.198
Pre-SH,May-17-2022,Tide,15,6,M. gigas,9,,W,1.997
Pre-SH,May-17-2022,Tide,15,6,M. gigas,10,,L,2.613
Pre-SH,May-17-2022,Tide,15,6,M. gigas,10,,W,2.006
Pre-SH,May-17-2022,Tide,15,7,M. gigas,1,,L,2.681
Pre-SH,May-17-2022,Tide,15,7,M. gigas,1,,W,1.828
Pre-SH,May-17-2022,Tide,15,7,M. gigas,2,,L,3.371
Pre-SH,May-17-2022,Tide,15,7,M. gigas,2,,W,1.885
Pre-SH,May-17-2022,Tide,15,7,M. gigas,3,,L,2.454
Pre-SH,May-17-2022,Tide,15,7,M. gigas,3,,W,1.92
Pre-SH,May-17-2022,Tide,15,7,M. gigas,4,,L,2.46
Pre-SH,May-17-2022,Tide,15,7,M. gigas,4,,W,1.882
Pre-SH,May-17-2022,Tide,15,7,M. gigas,5,,L,3.593
Pre-SH,May-17-2022,Tide,15,7,M. gigas,5,,W,2.071
Pre-SH,May-17-2022,Tide,15,7,M. gigas,6,,L,2.539
Pre-SH,May-17-2022,Tide,15,7,M. gigas,6,,W,2.089
Pre-SH,May-17-2022,Tide,15,7,M. gigas,7,,L,2.626
Pre-SH,May-17-2022,Tide,15,7,M. gigas,7,,W,1.838
Pre-SH,May-17-2022,Tide,15,7,M. gigas,8,,L,3.129
Pre-SH,May-17-2022,Tide,15,7,M. gigas,8,,W,2.685
Pre-SH,May-17-2022,Tide,15,7,M. gigas,9,,L,2.708
Pre-SH,May-17-2022,Tide,15,7,M. gigas,9,,W,1.911
Pre-SH,May-17-2022,Tide,15,7,M. gigas,10,,L,3.211
Pre-SH,May-17-2022,Tide,15,7,M. gigas,10,,W,1.938
Pre-SH,May-17-2022,Tide,15,8,M. gigas,1,,L,2.511
Pre-SH,May-17-2022,Tide,15,8,M. gigas,1,,W,1.899
Pre-SH,May-17-2022,Tide,15,8,M. gigas,2,,L,2.873
Pre-SH,May-17-2022,Tide,15,8,M. gigas,2,,W,1.686
Pre-SH,May-17-2022,Tide,15,8,M. gigas,3,,L,2.694
Pre-SH,May-17-2022,Tide,15,8,M. gigas,3,,W,1.828
Pre-SH,May-17-2022,Tide,15,8,M. gigas,4,,L,3.097
Pre-SH,May-17-2022,Tide,15,8,M. gigas,4,,W,1.973
Pre-SH,May-17-2022,Tide,15,8,M. gigas,5,,L,2.9
Pre-SH,May-17-2022,Tide,15,8,M. gigas,5,,W,1.899
Pre-SH,May-17-2022,Tide,15,8,M. gigas,6,,L,2.723
Pre-SH,May-17-2022,Tide,15,8,M. gigas,6,,W,2.087
Pre-SH,May-17-2022,Tide,15,8,M. gigas,7,,L,2.834
Pre-SH,May-17-2022,Tide,15,8,M. gigas,7,,W,2.022
Pre-SH,May-17-2022,Tide,15,8,M. gigas,8,,L,2.745
Pre-SH,May-17-2022,Tide,15,8,M. gigas,8,,W,1.99
Pre-SH,May-17-2022,Tide,15,8,M. gigas,9,,L,2.781
Pre-SH,May-17-2022,Tide,15,8,M. gigas,9,,W,1.622
Pre-SH,May-17-2022,Tide,15,8,M. gigas,10,,L,3.374
Pre-SH,May-17-2022,Tide,15,8,M. gigas,10,,W,1.872
Pre-SH,May-17-2022,Tide,15,9,M. gigas,1,,L,3.698
Pre-SH,May-17-2022,Tide,15,9,M. gigas,1,,W,1.856
Pre-SH,May-17-2022,Tide,15,9,M. gigas,2,,L,3.234
Pre-SH,May-17-2022,Tide,15,9,M. gigas,2,,W,2.197
Pre-SH,May-17-2022,Tide,15,9,M. gigas,3,,L,2.861
Pre-SH,May-17-2022,Tide,15,9,M. gigas,3,,W,2.027
Pre-SH,May-17-2022,Tide,15,9,M. gigas,4,,L,2.993
Pre-SH,May-17-2022,Tide,15,9,M. gigas,4,,W,1.877
Pre-SH,May-17-2022,Tide,15,9,M. gigas,5,,L,2.708
Pre-SH,May-17-2022,Tide,15,9,M. gigas,5,,W,2.009
Pre-SH,May-17-2022,Tide,15,9,M. gigas,6,,L,2.667
Pre-SH,May-17-2022,Tide,15,9,M. gigas,6,,W,1.814
Pre-SH,May-17-2022,Tide,15,9,M. gigas,7,,L,3.108
Pre-SH,May-17-2022,Tide,15,9,M. gigas,7,,W,1.883
Pre-SH,May-17-2022,Tide,15,9,M. gigas,8,,L,3.254
Pre-SH,May-17-2022,Tide,15,9,M. gigas,8,,W,1.979
Pre-SH,May-17-2022,Tide,15,9,M. gigas,9,,L,3.313
Pre-SH,May-17-2022,Tide,15,9,M. gigas,9,,W,1.939
Pre-SH,May-17-2022,Tide,15,9,M. gigas,10,,L,2.726
Pre-SH,May-17-2022,Tide,15,9,M. gigas,10,,W,1.964
Pre-SH,May-17-2022,Tide,15,10,M. gigas,1,,L,2.52
Pre-SH,May-17-2022,Tide,15,10,M. gigas,1,,W,1.954
Pre-SH,May-17-2022,Tide,15,10,M. gigas,2,,L,2.865
Pre-SH,May-17-2022,Tide,15,10,M. gigas,2,,W,1.869
Pre-SH,May-17-2022,Tide,15,10,M. gigas,3,,L,2.356
Pre-SH,May-17-2022,Tide,15,10,M. gigas,3,,W,1.652
Pre-SH,May-17-2022,Tide,15,10,M. gigas,4,,L,2.593
Pre-SH,May-17-2022,Tide,15,10,M. gigas,4,,W,1.953
Pre-SH,May-17-2022,Tide,15,10,M. gigas,5,,L,2.834
Pre-SH,May-17-2022,Tide,15,10,M. gigas,5,,W,1.601
Pre-SH,May-17-2022,Tide,15,10,M. gigas,6,,L,2.957
Pre-SH,May-17-2022,Tide,15,10,M. gigas,6,,W,1.942
Pre-SH,May-17-2022,Tide,15,10,M. gigas,7,,L,3.295
Pre-SH,May-17-2022,Tide,15,10,M. gigas,7,,W,1.98
Pre-SH,May-17-2022,Tide,15,10,M. gigas,8,,L,2.798
Pre-SH,May-17-2022,Tide,15,10,M. gigas,8,,W,1.542
Pre-SH,May-17-2022,Tide,15,10,M. gigas,9,,L,2.677
Pre-SH,May-17-2022,Tide,15,10,M. gigas,9,,W,1.54
Pre-SH,May-17-2022,Tide,15,10,M. gigas,10,,L,3.04
Pre-SH,May-17-2022,Tide,15,10,M. gigas,10,,W,1.916
Pre-SH,May-17-2022,Tide,21,11,M. gigas,1,,L,2.595
Pre-SH,May-17-2022,Tide,21,11,M. gigas,1,,W,1.995
Pre-SH,May-17-2022,Tide,21,11,M. gigas,2,,L,2.973
Pre-SH,May-17-2022,Tide,21,11,M. gigas,2,,W,2.09
Pre-SH,May-17-2022,Tide,21,11,M. gigas,3,,L,3.343
Pre-SH,May-17-2022,Tide,21,11,M. gigas,3,,W,1.833
Pre-SH,May-17-2022,Tide,21,11,M. gigas,4,,L,3.087
Pre-SH,May-17-2022,Tide,21,11,M. gigas,4,,W,1.744
Pre-SH,May-17-2022,Tide,21,11,M. gigas,5,,L,3.391
Pre-SH,May-17-2022,Tide,21,11,M. gigas,5,,W,1.902
Pre-SH,May-17-2022,Tide,21,11,M. gigas,6,,L,3.607
Pre-SH,May-17-2022,Tide,21,11,M. gigas,6,,W,2.033
Pre-SH,May-17-2022,Tide,21,11,M. gigas,7,,L,2.591
Pre-SH,May-17-2022,Tide,21,11,M. gigas,7,,W,1.9
Pre-SH,May-17-2022,Tide,21,11,M. gigas,8,,L,2.281
Pre-SH,May-17-2022,Tide,21,11,M. gigas,8,,W,1.685
Pre-SH,May-17-2022,Tide,21,11,M. gigas,9,,L,2.47
Pre-SH,May-17-2022,Tide,21,11,M. gigas,9,,W,1.774
Pre-SH,May-17-2022,Tide,21,11,M. gigas,10,,L,3.125
Pre-SH,May-17-2022,Tide,21,11,M. gigas,10,,W,2.025
Pre-SH,May-17-2022,Tide,21,12,M. gigas,1,,L,3.32
Pre-SH,May-17-2022,Tide,21,12,M. gigas,1,,W,1.71
Pre-SH,May-17-2022,Tide,21,12,M. gigas,2,,L,2.733
Pre-SH,May-17-2022,Tide,21,12,M. gigas,2,,W,1.669
Pre-SH,May-17-2022,Tide,21,12,M. gigas,3,,L,2.58
Pre-SH,May-17-2022,Tide,21,12,M. gigas,3,,W,1.816
Pre-SH,May-17-2022,Tide,21,12,M. gigas,4,,L,2.849
Pre-SH,May-17-2022,Tide,21,12,M. gigas,4,,W,1.819
Pre-SH,May-17-2022,Tide,21,12,M. gigas,5,,L,3.254
Pre-SH,May-17-2022,Tide,21,12,M. gigas,5,,W,2.197
Pre-SH,May-17-2022,Tide,21,12,M. gigas,6,,L,3.005
Pre-SH,May-17-2022,Tide,21,12,M. gigas,6,,W,1.736
Pre-SH,May-17-2022,Tide,21,12,M. gigas,7,,L,2.954
Pre-SH,May-17-2022,Tide,21,12,M. gigas,7,,W,1.956
Pre-SH,May-17-2022,Tide,21,12,M. gigas,8,,L,3.07
Pre-SH,May-17-2022,Tide,21,12,M. gigas,8,,W,1.774
Pre-SH,May-17-2022,Tide,21,12,M. gigas,9,,L,2.958
Pre-SH,May-17-2022,Tide,21,12,M. gigas,9,,W,1.728
Pre-SH,May-17-2022,Tide,21,12,M. gigas,10,,L,2.933
Pre-SH,May-17-2022,Tide,21,12,M. gigas,10,,W,2.134
Pre-SH,May-17-2022,Tide,21,13,M. gigas,1,,L,2.842
Pre-SH,May-17-2022,Tide,21,13,M. gigas,1,,W,2.083
Pre-SH,May-17-2022,Tide,21,13,M. gigas,2,,L,3.053
Pre-SH,May-17-2022,Tide,21,13,M. gigas,2,,W,1.664
Pre-SH,May-17-2022,Tide,21,13,M. gigas,3,,L,2.81
Pre-SH,May-17-2022,Tide,21,13,M. gigas,3,,W,1.922
Pre-SH,May-17-2022,Tide,21,13,M. gigas,4,,L,2.937
Pre-SH,May-17-2022,Tide,21,13,M. gigas,4,,W,1.712
Pre-SH,May-17-2022,Tide,21,13,M. gigas,5,,L,3.097
Pre-SH,May-17-2022,Tide,21,13,M. gigas,5,,W,1.912
Pre-SH,May-17-2022,Tide,21,13,M. gigas,6,,L,2.733
Pre-SH,May-17-2022,Tide,21,13,M. gigas,6,,W,1.92
Pre-SH,May-17-2022,Tide,21,13,M. gigas,7,,L,3.209
Pre-SH,May-17-2022,Tide,21,13,M. gigas,7,,W,2.099
Pre-SH,May-17-2022,Tide,21,13,M. gigas,8,,L,2.612
Pre-SH,May-17-2022,Tide,21,13,M. gigas,8,,W,1.756
Pre-SH,May-17-2022,Tide,21,13,M. gigas,9,,L,2.954
Pre-SH,May-17-2022,Tide,21,13,M. gigas,9,,W,1.725
Pre-SH,May-17-2022,Tide,21,13,M. gigas,10,,L,2.583
Pre-SH,May-17-2022,Tide,21,13,M. gigas,10,,W,1.978
Pre-SH,May-17-2022,Tide,21,14,M. gigas,1,,L,2.654
Pre-SH,May-17-2022,Tide,21,14,M. gigas,1,,W,2.03
Pre-SH,May-17-2022,Tide,21,14,M. gigas,2,,L,3.441
Pre-SH,May-17-2022,Tide,21,14,M. gigas,2,,W,1.904
Pre-SH,May-17-2022,Tide,21,14,M. gigas,3,,L,3.2
Pre-SH,May-17-2022,Tide,21,14,M. gigas,3,,W,1.76
Pre-SH,May-17-2022,Tide,21,14,M. gigas,4,,L,2.513
Pre-SH,May-17-2022,Tide,21,14,M. gigas,4,,W,1.912
Pre-SH,May-17-2022,Tide,21,14,M. gigas,5,,L,3.218
Pre-SH,May-17-2022,Tide,21,14,M. gigas,5,,W,2.026
Pre-SH,May-17-2022,Tide,21,14,M. gigas,6,,L,3.019
Pre-SH,May-17-2022,Tide,21,14,M. gigas,6,,W,1.718
Pre-SH,May-17-2022,Tide,21,14,M. gigas,7,,L,2.358
Pre-SH,May-17-2022,Tide,21,14,M. gigas,7,,W,1.77
Pre-SH,May-17-2022,Tide,21,14,M. gigas,8,,L,2.835
Pre-SH,May-17-2022,Tide,21,14,M. gigas,8,,W,2.013
Pre-SH,May-17-2022,Tide,21,14,M. gigas,9,,L,2.986
Pre-SH,May-17-2022,Tide,21,14,M. gigas,9,,W,1.751
Pre-SH,May-17-2022,Tide,21,14,M. gigas,10,,L,3.211
Pre-SH,May-17-2022,Tide,21,14,M. gigas,10,,W,1.909
Pre-SH,May-17-2022,Tide,21,15,M. gigas,1,,L,2.881
Pre-SH,May-17-2022,Tide,21,15,M. gigas,1,,W,1.835
Pre-SH,May-17-2022,Tide,21,15,M. gigas,2,,L,2.99
Pre-SH,May-17-2022,Tide,21,15,M. gigas,2,,W,2.042
Pre-SH,May-17-2022,Tide,21,15,M. gigas,3,,L,2.699
Pre-SH,May-17-2022,Tide,21,15,M. gigas,3,,W,1.881
Pre-SH,May-17-2022,Tide,21,15,M. gigas,4,,L,2.925
Pre-SH,May-17-2022,Tide,21,15,M. gigas,4,,W,2.061
Pre-SH,May-17-2022,Tide,21,15,M. gigas,5,,L,3.119
Pre-SH,May-17-2022,Tide,21,15,M. gigas,5,,W,1.885
Pre-SH,May-17-2022,Tide,21,15,M. gigas,6,,L,3.485
Pre-SH,May-17-2022,Tide,21,15,M. gigas,6,,W,2.207
Pre-SH,May-17-2022,Tide,21,15,M. gigas,7,,L,2.67
Pre-SH,May-17-2022,Tide,21,15,M. gigas,7,,W,1.986
Pre-SH,May-17-2022,Tide,21,15,M. gigas,8,,L,3.128
Pre-SH,May-17-2022,Tide,21,15,M. gigas,8,,W,2.135
Pre-SH,May-17-2022,Tide,21,15,M. gigas,9,,L,2.687
Pre-SH,May-17-2022,Tide,21,15,M. gigas,9,,W,1.396
Pre-SH,May-17-2022,Tide,21,15,M. gigas,10,,L,3.059
Pre-SH,May-17-2022,Tide,21,15,M. gigas,10,,W,2.092
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,1,,L,2.399
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,1,,W,1.962
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,2,,L,2.827
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,2,,W,2.052
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,3,,L,3.015
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,3,,W,1.749
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,4,,L,2.42
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,4,,W,1.998
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,5,,L,3.289
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,5,,W,1.814
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,6,,L,2.761
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,6,,W,1.951
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,7,,L,2.683
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,7,,W,1.862
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,8,,L,2.478
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,8,,W,1.966
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,9,,L,2.936
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,9,,W,1.704
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,10,,L,3.168
Pre-SH,May-17-2022,No Tide,21,16,M. gigas,10,,W,1.797
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,1,,L,2.726
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,1,,W,1.95
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,2,,L,2.693
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,2,,W,2.164
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,3,,L,2.951
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,3,,W,1.798
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,4,,L,2.921
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,4,,W,2.087
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,5,,L,3.165
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,5,,W,2.032
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,6,,L,2.898
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,6,,W,2.109
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,7,,L,2.998
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,7,,W,2.035
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,8,,L,2.976
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,8,,W,1.713
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,9,,L,3.191
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,9,,W,1.782
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,10,,L,3.477
Pre-SH,May-17-2022,No Tide,21,17,M. gigas,10,,W,2.26
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,1,,L,3.65
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,1,,W,2.059
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,2,,L,2.615
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,2,,W,1.836
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,3,,L,2.677
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,3,,W,1.723
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,4,,L,4.126
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,4,,W,1.899
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,5,,L,3.11
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,5,,W,1.747
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,6,,L,2.474
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,6,,W,1.89
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,7,,L,2.871
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,7,,W,1.917
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,8,,L,3.007
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,8,,W,1.741
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,9,,L,2.525
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,9,,W,1.818
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,10,,L,3.372
Pre-SH,May-17-2022,No Tide,21,18,M. gigas,10,,W,1.862
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,1,,L,2.97
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,1,,W,2.008
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,2,,L,2.726
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,2,,W,1.811
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,3,,L,2.582
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,3,,W,1.738
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,4,,L,3.082
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,4,,W,1.679
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,5,,L,2.753
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,5,,W,2.007
