Sampling_Time,Date,SH_Tide,SH_Temp,Tank,Species,Rep,,L/W,Size_cm
End SH,May-31-2022,No Tide,15,4,M. gigas,5,,W,2.541
End SH,May-31-2022,No Tide,15,4,M. gigas,6,,L,3.122
End SH,May-31-2022,No Tide,15,4,M. gigas,6,,W,2.269
End SH,May-31-2022,No Tide,15,4,M. gigas,7,,L,2.908
End SH,May-31-2022,No Tide,15,4,M. gigas,7,,W,2.139
End SH,May-31-2022,No Tide,15,4,M. gigas,8,,L,3.054
End SH,May-31-2022,No Tide,15,4,M. gigas,8,,W,2.528
End SH,May-31-2022,No Tide,15,4,M. gigas,9,,L,3.04
End SH,May-31-2022,No Tide,15,4,M. gigas,9,,W,2.771
End SH,May-31-2022,No Tide,15,4,M. gigas,10,,L,3.265
End SH,May-31-2022,No Tide,15,4,M. gigas,10,,W,2.137
End SH,May-31-2022,No Tide,15,5,M. gigas,1,,L,2.883
End SH,May-31-2022,No Tide,15,5,M. gigas,1,,W,1.734
End SH,May-31-2022,No Tide,15,5,M. gigas,2,,L,3.471
End SH,May-31-2022,No Tide,15,5,M. gigas,2,,W,2.229
End SH,May-31-2022,No Tide,15,5,M. gigas,3,,L,3.343
End SH,May-31-2022,No Tide,15,5,M. gigas,3,,W,1.969
End SH,May-31-2022,No Tide,15,5,M. gigas,4,,L,3.607
End SH,May-31-2022,No Tide,15,5,M. gigas,4,,W,2.026
End SH,May-31-2022,No Tide,15,5,M. gigas,5,,L,3.584
End SH,May-31-2022,No Tide,15,5,M. gigas,5,,W,3.55
End SH,May-31-2022,No Tide,15,5,M. gigas,6,,L,2.186
End SH,May-31-2022,No Tide,15,5,M. gigas,6,,W,3.086
End SH,May-31-2022,No Tide,15,5,M. gigas,7,,L,1.999
End SH,May-31-2022,No Tide,15,5,M. gigas,7,,W,3.17
End SH,May-31-2022,No Tide,15,5,M. gigas,8,,L,1.892
End SH,May-31-2022,No Tide,15,5,M. gigas,8,,W,2.802
End SH,May-31-2022,No Tide,15,5,M. gigas,9,,L,2.222
End SH,May-31-2022,No Tide,15,5,M. gigas,9,,W,3.204
End SH,May-31-2022,No Tide,15,5,M. gigas,10,,L,2.842
End SH,May-31-2022,No Tide,15,5,M. gigas,10,,W,2.068
End SH,May-31-2022,Tide,15,6,M. gigas,1,,L,3.395
End SH,May-31-2022,Tide,15,6,M. gigas,1,,W,2.117
End SH,May-31-2022,Tide,15,6,M. gigas,2,,L,3.256
End SH,May-31-2022,Tide,15,6,M. gigas,2,,W,2.04
End SH,May-31-2022,Tide,15,6,M. gigas,3,,L,3.167
End SH,May-31-2022,Tide,15,6,M. gigas,3,,W,2.097
End SH,May-31-2022,Tide,15,6,M. gigas,4,,L,3.029
End SH,May-31-2022,Tide,15,6,M. gigas,4,,W,1.897
End SH,May-31-2022,Tide,15,6,M. gigas,5,,L,3.536
End SH,May-31-2022,Tide,15,6,M. gigas,5,,W,2.057
End SH,May-31-2022,Tide,15,6,M. gigas,6,,L,2.966
End SH,May-31-2022,Tide,15,6,M. gigas,6,,W,1.8
End SH,May-31-2022,Tide,15,6,M. gigas,7,,L,3.046
End SH,May-31-2022,Tide,15,6,M. gigas,7,,W,2.309
End SH,May-31-2022,Tide,15,6,M. gigas,8,,L,3.205
End SH,May-31-2022,Tide,15,6,M. gigas,8,,W,1.933
End SH,May-31-2022,Tide,15,6,M. gigas,9,,L,3.206
End SH,May-31-2022,Tide,15,6,M. gigas,9,,W,2.072
End SH,May-31-2022,Tide,15,6,M. gigas,10,,L,3.576
End SH,May-31-2022,Tide,15,6,M. gigas,10,,W,2.064
End SH,May-31-2022,Tide,15,7,M. gigas,1,,L,2.368
End SH,May-31-2022,Tide,15,7,M. gigas,1,,W,1.857
End SH,May-31-2022,Tide,15,7,M. gigas,2,,L,2.882
End SH,May-31-2022,Tide,15,7,M. gigas,2,,W,2.075
End SH,May-31-2022,Tide,15,7,M. gigas,3,,L,2.902
End SH,May-31-2022,Tide,15,7,M. gigas,3,,W,1.867
End SH,May-31-2022,Tide,15,7,M. gigas,4,,L,2.619
End SH,May-31-2022,Tide,15,7,M. gigas,4,,W,1.706
End SH,May-31-2022,Tide,15,7,M. gigas,5,,L,3.026
End SH,May-31-2022,Tide,15,7,M. gigas,5,,W,1.926
End SH,May-31-2022,Tide,15,7,M. gigas,6,,L,3.158
End SH,May-31-2022,Tide,15,7,M. gigas,6,,W,1.746
End SH,May-31-2022,Tide,15,7,M. gigas,7,,L,2.969
End SH,May-31-2022,Tide,15,7,M. gigas,7,,W,2.07
End SH,May-31-2022,Tide,15,7,M. gigas,8,,L,2.833
End SH,May-31-2022,Tide,15,7,M. gigas,8,,W,1.82
End SH,May-31-2022,Tide,15,7,M. gigas,9,,L,2.824
End SH,May-31-2022,Tide,15,7,M. gigas,9,,W,1.923
End SH,May-31-2022,Tide,15,7,M. gigas,10,,L,2.828
End SH,May-31-2022,Tide,15,7,M. gigas,10,,W,1.827
End SH,May-31-2022,Tide,15,8,M. gigas,1,,L,2.88
End SH,May-31-2022,Tide,15,8,M. gigas,1,,W,2.096
End SH,May-31-2022,Tide,15,8,M. gigas,2,,L,2.856
End SH,May-31-2022,Tide,15,8,M. gigas,2,,W,2.145
End SH,May-31-2022,Tide,15,8,M. gigas,3,,L,3.104
End SH,May-31-2022,Tide,15,8,M. gigas,3,,W,2.02
End SH,May-31-2022,Tide,15,8,M. gigas,4,,L,3.244
End SH,May-31-2022,Tide,15,8,M. gigas,4,,W,2.35
End SH,May-31-2022,Tide,15,8,M. gigas,5,,L,2.949
End SH,May-31-2022,Tide,15,8,M. gigas,5,,W,1.952
End SH,May-31-2022,Tide,15,8,M. gigas,6,,L,3.123
End SH,May-31-2022,Tide,15,8,M. gigas,6,,W,1.904
End SH,May-31-2022,Tide,15,8,M. gigas,7,,L,3.305
End SH,May-31-2022,Tide,15,8,M. gigas,7,,W,2.105
End SH,May-31-2022,Tide,15,8,M. gigas,8,,L,2.802
End SH,May-31-2022,Tide,15,8,M. gigas,8,,W,2.233
End SH,May-31-2022,Tide,15,8,M. gigas,9,,L,2.589
End SH,May-31-2022,Tide,15,8,M. gigas,9,,W,1.618
End SH,May-31-2022,Tide,15,8,M. gigas,10,,L,2.821
End SH,May-31-2022,Tide,15,8,M. gigas,10,,W,1.751
End SH,May-31-2022,Tide,15,9,M. gigas,1,,L,3.482
End SH,May-31-2022,Tide,15,9,M. gigas,1,,W,1.803
End SH,May-31-2022,Tide,15,9,M. gigas,2,,L,2.577
End SH,May-31-2022,Tide,15,9,M. gigas,2,,W,2.044
End SH,May-31-2022,Tide,15,9,M. gigas,3,,L,3.316
End SH,May-31-2022,Tide,15,9,M. gigas,3,,W,1.886
End SH,May-31-2022,Tide,15,9,M. gigas,4,,L,3.656
End SH,May-31-2022,Tide,15,9,M. gigas,4,,W,1.779
End SH,May-31-2022,Tide,15,9,M. gigas,5,,L,2.898
End SH,May-31-2022,Tide,15,9,M. gigas,5,,W,2
End SH,May-31-2022,Tide,15,9,M. gigas,6,,L,3.154
End SH,May-31-2022,Tide,15,9,M. gigas,6,,W,1.934
End SH,May-31-2022,Tide,15,9,M. gigas,7,,L,2.69
End SH,May-31-2022,Tide,15,9,M. gigas,7,,W,1.761
End SH,May-31-2022,Tide,15,9,M. gigas,8,,L,3
End SH,May-31-2022,Tide,15,9,M. gigas,8,,W,2.199
End SH,May-31-2022,Tide,15,9,M. gigas,9,,L,3.005
End SH,May-31-2022,Tide,15,9,M. gigas,9,,W,2.017
End SH,May-31-2022,Tide,15,9,M. gigas,10,,L,3.202
End SH,May-31-2022,Tide,15,9,M. gigas,10,,W,1.871
End SH,May-31-2022,Tide,15,10,M. gigas,1,,L,2.822
End SH,May-31-2022,Tide,15,10,M. gigas,1,,W,1.897
End SH,May-31-2022,Tide,15,10,M. gigas,2,,L,3.118
End SH,May-31-2022,Tide,15,10,M. gigas,2,,W,2.11
End SH,May-31-2022,Tide,15,10,M. gigas,3,,L,2.589
End SH,May-31-2022,Tide,15,10,M. gigas,3,,W,2.013
End SH,May-31-2022,Tide,15,10,M. gigas,4,,L,3.529
End SH,May-31-2022,Tide,15,10,M. gigas,4,,W,2.056
End SH,May-31-2022,Tide,15,10,M. gigas,5,,L,2.411
End SH,May-31-2022,Tide,15,10,M. gigas,5,,W,1.797
End SH,May-31-2022,Tide,15,10,M. gigas,6,,L,2.687
End SH,May-31-2022,Tide,15,10,M. gigas,6,,W,1.895
End SH,May-31-2022,Tide,15,10,M. gigas,7,,L,2.836
End SH,May-31-2022,Tide,15,10,M. gigas,7,,W,1.84
End SH,May-31-2022,Tide,15,10,M. gigas,8,,L,3.467
End SH,May-31-2022,Tide,15,10,M. gigas,8,,W,2.03
End SH,May-31-2022,Tide,15,10,M. gigas,9,,L,2.561
End SH,May-31-2022,Tide,15,10,M. gigas,9,,W,2.41
End SH,May-31-2022,Tide,15,10,M. gigas,10,,L,2.976
End SH,May-31-2022,Tide,15,10,M. gigas,10,,W,2.054
End SH,May-31-2022,Tide,21,11,M. gigas,1,,L,2.935
End SH,May-31-2022,Tide,21,11,M. gigas,1,,W,2.066
End SH,May-31-2022,Tide,21,11,M. gigas,2,,L,3.138
End SH,May-31-2022,Tide,21,11,M. gigas,2,,W,2.013
End SH,May-31-2022,Tide,21,11,M. gigas,3,,L,2.441
End SH,May-31-2022,Tide,21,11,M. gigas,3,,W,2.059
End SH,May-31-2022,Tide,21,11,M. gigas,4,,L,3.34
End SH,May-31-2022,Tide,21,11,M. gigas,4,,W,1.875
End SH,May-31-2022,Tide,21,11,M. gigas,5,,L,3.04
End SH,May-31-2022,Tide,21,11,M. gigas,5,,W,2.142
End SH,May-31-2022,Tide,21,11,M. gigas,6,,L,2.807
End SH,May-31-2022,Tide,21,11,M. gigas,6,,W,2.094
End SH,May-31-2022,Tide,21,11,M. gigas,7,,L,3.429
End SH,May-31-2022,Tide,21,11,M. gigas,7,,W,2.272
End SH,May-31-2022,Tide,21,11,M. gigas,8,,L,3.333
End SH,May-31-2022,Tide,21,11,M. gigas,8,,W,1.693
End SH,May-31-2022,Tide,21,11,M. gigas,9,,L,2.944
End SH,May-31-2022,Tide,21,11,M. gigas,9,,W,2.337
End SH,May-31-2022,Tide,21,11,M. gigas,10,,L,2.54
End SH,May-31-2022,Tide,21,11,M. gigas,10,,W,1.784
End SH,May-31-2022,Tide,21,12,M. gigas,1,,L,3.564
End SH,May-31-2022,Tide,21,12,M. gigas,1,,W,2.459
End SH,May-31-2022,Tide,21,12,M. gigas,2,,L,3.616
End SH,May-31-2022,Tide,21,12,M. gigas,2,,W,1.986
End SH,May-31-2022,Tide,21,12,M. gigas,3,,L,3.34
End SH,May-31-2022,Tide,21,12,M. gigas,3,,W,1.808
End SH,May-31-2022,Tide,21,12,M. gigas,4,,L,3.159
End SH,May-31-2022,Tide,21,12,M. gigas,4,,W,2.397
End SH,May-31-2022,Tide,21,12,M. gigas,5,,L,2.795
End SH,May-31-2022,Tide,21,12,M. gigas,5,,W,1.707
End SH,May-31-2022,Tide,21,12,M. gigas,6,,L,3.199
End SH,May-31-2022,Tide,21,12,M. gigas,6,,W,1.8
End SH,May-31-2022,Tide,21,12,M. gigas,7,,L,2.918
End SH,May-31-2022,Tide,21,12,M. gigas,7,,W,2.07
End SH,May-31-2022,Tide,21,12,M. gigas,8,,L,3.317
End SH,May-31-2022,Tide,21,12,M. gigas,8,,W,2.086
End SH,May-31-2022,Tide,21,12,M. gigas,9,,L,2.77
End SH,May-31-2022,Tide,21,12,M. gigas,9,,W,1.867
End SH,May-31-2022,Tide,21,12,M. gigas,10,,L,2.601
End SH,May-31-2022,Tide,21,12,M. gigas,10,,W,2.177
End SH,May-31-2022,Tide,21,13,M. gigas,1,,L,3.674
End SH,May-31-2022,Tide,21,13,M. gigas,1,,W,1.873
End SH,May-31-2022,Tide,21,13,M. gigas,2,,L,2.303
End SH,May-31-2022,Tide,21,13,M. gigas,2,,W,2.108
End SH,May-31-2022,Tide,21,13,M. gigas,3,,L,2.709
End SH,May-31-2022,Tide,21,13,M. gigas,3,,W,1.769
End SH,May-31-2022,Tide,21,13,M. gigas,4,,L,2.511
End SH,May-31-2022,Tide,21,13,M. gigas,4,,W,1.724
End SH,May-31-2022,Tide,21,13,M. gigas,5,,L,2.959
End SH,May-31-2022,Tide,21,13,M. gigas,5,,W,1.823
End SH,May-31-2022,Tide,21,13,M. gigas,6,,L,2.528
End SH,May-31-2022,Tide,21,13,M. gigas,6,,W,1.721
End SH,May-31-2022,Tide,21,13,M. gigas,7,,L,2.757
End SH,May-31-2022,Tide,21,13,M. gigas,7,,W,1.95
End SH,May-31-2022,Tide,21,13,M. gigas,8,,L,3.324
End SH,May-31-2022,Tide,21,13,M. gigas,8,,W,2.103
End SH,May-31-2022,Tide,21,13,M. gigas,9,,L,3.383
End SH,May-31-2022,Tide,21,13,M. gigas,9,,W,2.392
End SH,May-31-2022,Tide,21,13,M. gigas,10,,L,3.208
End SH,May-31-2022,Tide,21,13,M. gigas,10,,W,2.366
End SH,May-31-2022,Tide,21,14,M. gigas,1,,L,3.707
End SH,May-31-2022,Tide,21,14,M. gigas,1,,W,1.917
End SH,May-31-2022,Tide,21,14,M. gigas,2,,L,2.856
End SH,May-31-2022,Tide,21,14,M. gigas,2,,W,1.872
End SH,May-31-2022,Tide,21,14,M. gigas,3,,L,3.702
End SH,May-31-2022,Tide,21,14,M. gigas,3,,W,1.911
End SH,May-31-2022,Tide,21,14,M. gigas,4,,L,3.212
End SH,May-31-2022,Tide,21,14,M. gigas,4,,W,2.124
End SH,May-31-2022,Tide,21,14,M. gigas,5,,L,2.905
End SH,May-31-2022,Tide,21,14,M. gigas,5,,W,1.746
End SH,May-31-2022,Tide,21,14,M. gigas,6,,L,3.135
End SH,May-31-2022,Tide,21,14,M. gigas,6,,W,1.905
End SH,May-31-2022,Tide,21,14,M. gigas,7,,L,3.223
End SH,May-31-2022,Tide,21,14,M. gigas,7,,W,2.114
End SH,May-31-2022,Tide,21,14,M. gigas,8,,L,2.693
End SH,May-31-2022,Tide,21,14,M. gigas,8,,W,2.074
End SH,May-31-2022,Tide,21,14,M. gigas,9,,L,3.441
End SH,May-31-2022,Tide,21,14,M. gigas,9,,W,1.839
End SH,May-31-2022,Tide,21,14,M. gigas,10,,L,2.634
End SH,May-31-2022,Tide,21,14,M. gigas,10,,W,2.011
End SH,May-31-2022,Tide,21,15,M. gigas,1,,L,3.272
End SH,May-31-2022,Tide,21,15,M. gigas,1,,W,2.08
End SH,May-31-2022,Tide,21,15,M. gigas,2,,L,3.133
End SH,May-31-2022,Tide,21,15,M. gigas,2,,W,2.211
End SH,May-31-2022,Tide,21,15,M. gigas,3,,L,3.758
End SH,May-31-2022,Tide,21,15,M. gigas,3,,W,1.961
End SH,May-31-2022,Tide,21,15,M. gigas,4,,L,2.672
End SH,May-31-2022,Tide,21,15,M. gigas,4,,W,1.913
End SH,May-31-2022,Tide,21,15,M. gigas,5,,L,2.956
End SH,May-31-2022,Tide,21,15,M. gigas,5,,W,2.214
End SH,May-31-2022,Tide,21,15,M. gigas,6,,L,3.632
End SH,May-31-2022,Tide,21,15,M. gigas,6,,W,2.243
End SH,May-31-2022,Tide,21,15,M. gigas,7,,L,3.41
End SH,May-31-2022,Tide,21,15,M. gigas,7,,W,2.206
End SH,May-31-2022,Tide,21,15,M. gigas,8,,L,3.141
End SH,May-31-2022,Tide,21,15,M. gigas,8,,W,1.926
End SH,May-31-2022,Tide,21,15,M. gigas,9,,L,3.638
End SH,May-31-2022,Tide,21,15,M. gigas,9,,W,2.162
End SH,May-31-2022,Tide,21,15,M. gigas,10,,L,3.229
End SH,May-31-2022,Tide,21,15,M. gigas,10,,W,1.888
End SH,May-31-2022,No Tide,21,16,M. gigas,1,,L,2.883
End SH,May-31-2022,No Tide,21,16,M. gigas,1,,W,1.966
End SH,May-31-2022,No Tide,21,16,M. gigas,2,,L,2.766
End SH,May-31-2022,No Tide,21,16,M. gigas,2,,W,1.844
End SH,May-31-2022,No Tide,21,16,M. gigas,3,,L,3.459
End SH,May-31-2022,No Tide,21,16,M. gigas,3,,W,2.058
End SH,May-31-2022,No Tide,21,16,M. gigas,4,,L,2.818
End SH,May-31-2022,No Tide,21,16,M. gigas,4,,W,1.824
End SH,May-31-2022,No Tide,21,16,M. gigas,5,,L,3.19
End SH,May-31-2022,No Tide,21,16,M. gigas,5,,W,1.921
End SH,May-31-2022,No Tide,21,16,M. gigas,6,,L,3.171
End SH,May-31-2022,No Tide,21,16,M. gigas,6,,W,1.909
End SH,May-31-2022,No Tide,21,16,M. gigas,7,,L,3.391
End SH,May-31-2022,No Tide,21,16,M. gigas,7,,W,2.145
End SH,May-31-2022,No Tide,21,16,M. gigas,8,,L,3.37
End SH,May-31-2022,No Tide,21,16,M. gigas,8,,W,1.887
End SH,May-31-2022,No Tide,21,16,M. gigas,9,,L,3.495
End SH,May-31-2022,No Tide,21,16,M. gigas,9,,W,2.203
End SH,May-31-2022,No Tide,21,16,M. gigas,10,,L,2.88
End SH,May-31-2022,No Tide,21,16,M. gigas,10,,W,1.984
End SH,May-31-2022,No Tide,21,17,M. gigas,1,,L,2.695
End SH,May-31-2022,No Tide,21,17,M. gigas,1,,W,1.896
End SH,May-31-2022,No Tide,21,17,M. gigas,2,,L,3.212
End SH,May-31-2022,No Tide,21,17,M. gigas,2,,W,1.733
End SH,May-31-2022,No Tide,21,17,M. gigas,3,,L,4.061
End SH,May-31-2022,No Tide,21,17,M. gigas,3,,W,2.361
End SH,May-31-2022,No Tide,21,17,M. gigas,4,,L,3.041
End SH,May-31-2022,No Tide,21,17,M. gigas,4,,W,1.976
End SH,May-31-2022,No Tide,21,17,M. gigas,5,,L,3.878
End SH,May-31-2022,No Tide,21,17,M. gigas,5,,W,2.107
End SH,May-31-2022,No Tide,21,17,M. gigas,6,,L,3.045
End SH,May-31-2022,No Tide,21,17,M. gigas,6,,W,2.233
End SH,May-31-2022,No Tide,21,17,M. gigas,7,,L,3.384
End SH,May-31-2022,No Tide,21,17,M. gigas,7,,W,2.036
End SH,May-31-2022,No Tide,21,17,M. gigas,8,,L,3.159
End SH,May-31-2022,No Tide,21,17,M. gigas,8,,W,1.924
End SH,May-31-2022,No Tide,21,17,M. gigas,9,,L,3.384
End SH,May-31-2022,No Tide,21,17,M. gigas,9,,W,2.137
End SH,May-31-2022,No Tide,21,17,M. gigas,10,,L,3.035
End SH,May-31-2022,No Tide,21,17,M. gigas,10,,W,1.87
End SH,May-31-2022,No Tide,21,18,M. gigas,1,,L,3.587
End SH,May-31-2022,No Tide,21,18,M. gigas,1,,W,2.54
End SH,May-31-2022,No Tide,21,18,M. gigas,2,,L,2.649
End SH,May-31-2022,No Tide,21,18,M. gigas,2,,W,2.331
End SH,May-31-2022,No Tide,21,18,M. gigas,3,,L,3.378
End SH,May-31-2022,No Tide,21,18,M. gigas,3,,W,2.038
End SH,May-31-2022,No Tide,21,18,M. gigas,4,,L,3.273
End SH,May-31-2022,No Tide,21,18,M. gigas,4,,W,2.174
End SH,May-31-2022,No Tide,21,18,M. gigas,5,,L,3.641
End SH,May-31-2022,No Tide,21,18,M. gigas,5,,W,2.415
End SH,May-31-2022,No Tide,21,18,M. gigas,6,,L,2.89
End SH,May-31-2022,No Tide,21,18,M. gigas,6,,W,1.975
End SH,May-31-2022,No Tide,21,18,M. gigas,7,,L,3.289
End SH,May-31-2022,No Tide,21,18,M. gigas,7,,W,1.93
End SH,May-31-2022,No Tide,21,18,M. gigas,8,,L,2.933
End SH,May-31-2022,No Tide,21,18,M. gigas,8,,W,2.013
End SH,May-31-2022,No Tide,21,18,M. gigas,9,,L,2.76
End SH,May-31-2022,No Tide,21,18,M. gigas,9,,W,1.828
End SH,May-31-2022,No Tide,21,18,M. gigas,10,,L,2.541
End SH,May-31-2022,No Tide,21,18,M. gigas,10,,W,1.889
End SH,May-31-2022,No Tide,21,19,M. gigas,1,,L,3.104
End SH,May-31-2022,No Tide,21,19,M. gigas,1,,W,2.272
End SH,May-31-2022,No Tide,21,19,M. gigas,2,,L,3.887
End SH,May-31-2022,No Tide,21,19,M. gigas,2,,W,2.423
End SH,May-31-2022,No Tide,21,19,M. gigas,3,,L,3.381
End SH,May-31-2022,No Tide,21,19,M. gigas,3,,W,2.069
End SH,May-31-2022,No Tide,21,19,M. gigas,4,,L,3.357
End SH,May-31-2022,No Tide,21,19,M. gigas,4,,W,2.441
End SH,May-31-2022,No Tide,21,19,M. gigas,5,,L,3.2
End SH,May-31-2022,No Tide,21,19,M. gigas,5,,W,2.403
End SH,May-31-2022,No Tide,21,19,M. gigas,6,,L,2.52
End SH,May-31-2022,No Tide,21,19,M. gigas,6,,W,2.043
End SH,May-31-2022,No Tide,21,19,M. gigas,7,,L,3.24
End SH,May-31-2022,No Tide,21,19,M. gigas,7,,W,1.894
End SH,May-31-2022,No Tide,21,19,M. gigas,8,,L,3.049
End SH,May-31-2022,No Tide,21,19,M. gigas,8,,W,2.13
End SH,May-31-2022,No Tide,21,19,M. gigas,9,,L,3.203
End SH,May-31-2022,No Tide,21,19,M. gigas,9,,W,1.843
End SH,May-31-2022,No Tide,21,19,M. gigas,10,,L,2.995
End SH,May-31-2022,No Tide,21,19,M. gigas,10,,W,2.475
End SH,May-31-2022,No Tide,21,20,M. gigas,1,,L,3.409
End SH,May-31-2022,No Tide,21,20,M. gigas,1,,W,1.984
End SH,May-31-2022,No Tide,21,20,M. gigas,2,,L,3.683
End SH,May-31-2022,No Tide,21,20,M. gigas,2,,W,2.076
End SH,May-31-2022,No Tide,21,20,M. gigas,3,,L,2.494
End SH,May-31-2022,No Tide,21,20,M. gigas,3,,W,1.843
End SH,May-31-2022,No Tide,21,20,M. gigas,4,,L,3.394
End SH,May-31-2022,No Tide,21,20,M. gigas,4,,W,2.126
End SH,May-31-2022,No Tide,21,20,M. gigas,5,,L,2.699
End SH,May-31-2022,No Tide,21,20,M. gigas,5,,W,1.773
End SH,May-31-2022,No Tide,21,20,M. gigas,6,,L,2.998
End SH,May-31-2022,No Tide,21,20,M. gigas,6,,W,1.853
End SH,May-31-2022,No Tide,21,20,M. gigas,7,,L,3.224
End SH,May-31-2022,No Tide,21,20,M. gigas,7,,W,1.766
End SH,May-31-2022,No Tide,21,20,M. gigas,8,,L,3.226
End SH,May-31-2022,No Tide,21,20,M. gigas,8,,W,1.973
End SH,May-31-2022,No Tide,21,20,M. gigas,9,,L,3.42
End SH,May-31-2022,No Tide,21,20,M. gigas,9,,W,2.21
End SH,May-31-2022,No Tide,21,20,M. gigas,10,,L,3.014
End SH,May-31-2022,No Tide,21,20,M. gigas,10,,W,2
