Sampling_Time,Site,Location,Species,SH_Tide,SH_Temp,Bag,Rep,L,W
1,Middle,BBOC,M. gigas,Tide,15,18,2,3.527,2.562
1,Middle,BBOC,M. gigas,Tide,15,18,3,3.555,2.554
1,Middle,BBOC,M. gigas,Tide,15,18,4,3.449,2.171
1,Middle,BBOC,M. gigas,Tide,15,18,5,2.924,1.953
1,Middle,BBOC,M. gigas,Tide,15,18,6,2.895,2.148
1,Middle,BBOC,M. gigas,Tide,15,18,7,3.102,2.419
1,Middle,BBOC,M. gigas,Tide,15,18,8,3.334,2.765
1,Middle,BBOC,M. gigas,Tide,15,18,9,3.387,2.635
1,Middle,BBOC,M. gigas,Tide,21,19,1,3.206,1.572
1,Middle,BBOC,M. gigas,Tide,21,19,2,2.731,2.051
1,Middle,BBOC,M. gigas,Tide,21,19,3,2.992,1.785
1,Middle,BBOC,M. gigas,Tide,21,19,4,2.831,1.873
1,Middle,BBOC,M. gigas,Tide,21,19,5,2.991,1.965
1,Middle,BBOC,M. gigas,Tide,21,19,6,3.403,1.961
1,Middle,BBOC,M. gigas,Tide,21,19,7,3.072,1.675
1,Middle,BBOC,M. gigas,Tide,21,19,8,2.962,2.161
1,Middle,BBOC,M. gigas,Tide,21,19,9,3.641,1.957
1,Middle,BBOC,M. gigas,Tide,21,19,10,3.278,2.292
1,Middle,BBOC,M. gigas,Tide,21,20,1,3.267,2.078
1,Middle,BBOC,M. gigas,Tide,21,20,2,2.79,1.698
1,Middle,BBOC,M. gigas,Tide,21,20,3,2.961,1.666
1,Middle,BBOC,M. gigas,Tide,21,20,4,2.858,1.697
1,Middle,BBOC,M. gigas,Tide,21,20,5,3.003,1.879
1,Middle,BBOC,M. gigas,Tide,21,20,6,3.463,2.265
1,Middle,BBOC,M. gigas,Tide,21,20,7,3.189,2.034
1,Middle,BBOC,M. gigas,Tide,21,20,8,3.439,1.903
1,Middle,BBOC,M. gigas,Tide,21,20,9,3.593,1.988
1,Middle,BBOC,M. gigas,Tide,21,20,10,2.967,1.778
1,Middle,BBOC,M. gigas,Tide,21,21,1,4.025,2.488
1,Middle,BBOC,M. gigas,Tide,21,21,2,3.112,1.985
1,Middle,BBOC,M. gigas,Tide,21,21,3,3.544,2
1,Middle,BBOC,M. gigas,Tide,21,21,4,3.261,2.055
1,Middle,BBOC,M. gigas,Tide,21,21,5,3.257,2.535
1,Middle,BBOC,M. gigas,Tide,21,21,6,3.21,2.336
1,Middle,BBOC,M. gigas,Tide,21,21,7,3.849,2.212
1,Middle,BBOC,M. gigas,Tide,21,21,8,3.149,2.551
1,Middle,BBOC,M. gigas,Tide,21,21,9,2.98,1.971
1,Middle,BBOC,M. gigas,Tide,21,21,10,3.726,2.4
1,Middle,BBOC,M. gigas,No Tide,21,22,1,3.01,2.223
1,Middle,BBOC,M. gigas,No Tide,21,22,2,3.035,2.069
1,Middle,BBOC,M. gigas,No Tide,21,22,3,2.813,2.014
1,Middle,BBOC,M. gigas,No Tide,21,22,4,3.256,1.668
1,Middle,BBOC,M. gigas,No Tide,21,22,5,2.551,1.906
1,Middle,BBOC,M. gigas,No Tide,21,22,6,2.752,1.831
1,Middle,BBOC,M. gigas,No Tide,21,22,7,2.375,1.882
1,Middle,BBOC,M. gigas,No Tide,21,22,8,2.889,1.803
1,Middle,BBOC,M. gigas,No Tide,21,22,9,2.785,2.071
1,Middle,BBOC,M. gigas,No Tide,21,22,10,2.606,1.615
1,Middle,BBOC,M. gigas,No Tide,21,23,1,2.783,1.962
1,Middle,BBOC,M. gigas,No Tide,21,23,2,3.154,1.899
1,Middle,BBOC,M. gigas,No Tide,21,23,3,3.603,2.578
1,Middle,BBOC,M. gigas,No Tide,21,23,4,2.567,1.907
1,Middle,BBOC,M. gigas,No Tide,21,23,5,3.516,2.074
1,Middle,BBOC,M. gigas,No Tide,21,23,6,2.283,1.921
1,Middle,BBOC,M. gigas,No Tide,21,23,7,3.091,2.282
1,Middle,BBOC,M. gigas,No Tide,21,23,8,2.578,2.051
1,Middle,BBOC,M. gigas,No Tide,21,23,9,4.175,2.048
1,Middle,BBOC,M. gigas,No Tide,21,23,10,3.144,2.289
1,Middle,BBOC,M. gigas,No Tide,21,24,1,2.93,2.167
1,Middle,BBOC,M. gigas,No Tide,21,24,2,2.541,1.911
1,Middle,BBOC,M. gigas,No Tide,21,24,3,3.097,1.934
1,Middle,BBOC,M. gigas,No Tide,21,24,4,3.262,1.949
1,Middle,BBOC,M. gigas,No Tide,21,24,5,3.551,1.747
1,Middle,BBOC,M. gigas,No Tide,21,24,6,2.862,1.891
1,Middle,BBOC,M. gigas,No Tide,21,24,7,2.673,1.92
1,Middle,BBOC,M. gigas,No Tide,21,24,8,2.606,2.026
1,Middle,BBOC,M. gigas,No Tide,21,24,9,2.484,2.082
1,Middle,BBOC,M. gigas,No Tide,21,24,10,3.148,1.592
6,Middle,BBOC,M. gigas,No Tide,15,13,1,3.333,2.776
6,Middle,BBOC,M. gigas,No Tide,15,13,2,4.239,2.304
6,Middle,BBOC,M. gigas,No Tide,15,13,3,5.276,3.022
6,Middle,BBOC,M. gigas,No Tide,15,13,4,3.79,2.17
6,Middle,BBOC,M. gigas,No Tide,15,13,5,4.345,2.842
6,Middle,BBOC,M. gigas,No Tide,15,13,6,5.723,3.635
6,Middle,BBOC,M. gigas,No Tide,15,13,7,4.943,2.438
6,Middle,BBOC,M. gigas,No Tide,15,13,8,2.916,2.351
6,Middle,BBOC,M. gigas,No Tide,15,13,9,5.78,3.677
6,Middle,BBOC,M. gigas,No Tide,15,13,10,3.627,2.934
6,Middle,BBOC,M. gigas,No Tide,15,14,1,5.896,3.283
6,Middle,BBOC,M. gigas,No Tide,15,14,2,5.004,3.338
6,Middle,BBOC,M. gigas,No Tide,15,14,3,6.235,3.214
6,Middle,BBOC,M. gigas,No Tide,15,14,4,4.535,2.362
6,Middle,BBOC,M. gigas,No Tide,15,14,5,3.23,1.918
6,Middle,BBOC,M. gigas,No Tide,15,14,6,4.199,2.733
6,Middle,BBOC,M. gigas,No Tide,15,14,7,3.064,3.047
6,Middle,BBOC,M. gigas,No Tide,15,14,8,4.301,3.173
6,Middle,BBOC,M. gigas,No Tide,15,14,9,4.627,3.221
6,Middle,BBOC,M. gigas,No Tide,15,14,10,4.827,2.556
6,Middle,BBOC,M. gigas,No Tide,15,15,1,3.99,2.589
6,Middle,BBOC,M. gigas,No Tide,15,15,2,3.787,2.301
6,Middle,BBOC,M. gigas,No Tide,15,15,3,4.553,3.182
6,Middle,BBOC,M. gigas,No Tide,15,15,4,3.161,2.551
6,Middle,BBOC,M. gigas,No Tide,15,15,5,3.544,1.993
6,Middle,BBOC,M. gigas,No Tide,15,15,6,4.46,2.835
6,Middle,BBOC,M. gigas,No Tide,15,15,7,4.643,3.07
6,Middle,BBOC,M. gigas,No Tide,15,15,8,3.672,2.696
6,Middle,BBOC,M. gigas,No Tide,15,15,9,4.166,2.908
6,Middle,BBOC,M. gigas,No Tide,15,15,10,4.681,2.572
6,Middle,BBOC,M. gigas,Tide,15,16,2,5.042,2.737
6,Middle,BBOC,M. gigas,Tide,15,16,3,5.754,3.892
6,Middle,BBOC,M. gigas,Tide,15,16,4,3.278,2.213
6,Middle,BBOC,M. gigas,Tide,15,16,5,6.053,3.01
6,Middle,BBOC,M. gigas,Tide,15,16,6,3.169,1.883
6,Middle,BBOC,M. gigas,Tide,15,16,7,3.809,3.193
6,Middle,BBOC,M. gigas,Tide,15,16,8,4.949,2.79
6,Middle,BBOC,M. gigas,Tide,15,16,9,5.178,2.52
6,Middle,BBOC,M. gigas,Tide,15,16,10,5.382,3.614
6,Middle,BBOC,M. gigas,Tide,15,17,1,4.883,2.569
6,Middle,BBOC,M. gigas,Tide,15,17,2,4.983,3.013
6,Middle,BBOC,M. gigas,Tide,15,17,3,5.785,3.408
6,Middle,BBOC,M. gigas,Tide,15,17,4,5.406,2.648
6,Middle,BBOC,M. gigas,Tide,15,17,5,5.918,3.169
6,Middle,BBOC,M. gigas,Tide,15,17,6,5.105,2.712
6,Middle,BBOC,M. gigas,Tide,15,17,7,5.051,3.317
6,Middle,BBOC,M. gigas,Tide,15,17,8,3.939,2.918
6,Middle,BBOC,M. gigas,Tide,15,17,9,3.775,2.496
6,Middle,BBOC,M. gigas,Tide,15,17,10,3.901,2.129
6,Middle,BBOC,M. gigas,Tide,15,18,1,4.251,2.736
6,Middle,BBOC,M. gigas,Tide,15,18,2,3.255,2.446
6,Middle,BBOC,M. gigas,Tide,15,18,3,5.443,2.869
6,Middle,BBOC,M. gigas,Tide,15,18,4,2.965,2.811
6,Middle,BBOC,M. gigas,Tide,15,18,5,3.777,2.605
6,Middle,BBOC,M. gigas,Tide,15,18,6,4.018,2.455
6,Middle,BBOC,M. gigas,Tide,15,18,7,3.886,2.859
6,Middle,BBOC,M. gigas,Tide,15,18,8,4.928,2.884
6,Middle,BBOC,M. gigas,Tide,15,18,9,4.544,2.958
6,Middle,BBOC,M. gigas,Tide,15,18,10,4.999,2.665
6,Middle,BBOC,M. gigas,Tide,21,19,1,5.812,3.595
6,Middle,BBOC,M. gigas,Tide,21,19,2,5.379,3.309
6,Middle,BBOC,M. gigas,Tide,21,19,3,3.542,2.17
6,Middle,BBOC,M. gigas,Tide,21,19,4,3.31,2.097
6,Middle,BBOC,M. gigas,Tide,21,19,5,4.807,2.678
6,Middle,BBOC,M. gigas,Tide,21,19,6,4.682,3.071
6,Middle,BBOC,M. gigas,Tide,21,19,7,3.322,2.642
6,Middle,BBOC,M. gigas,Tide,21,19,8,5.052,3.187
6,Middle,BBOC,M. gigas,Tide,21,19,9,4.969,2.7
6,Middle,BBOC,M. gigas,Tide,21,19,10,3.963,3.001
6,Middle,BBOC,M. gigas,Tide,21,20,1,5.341,4.28
6,Middle,BBOC,M. gigas,Tide,21,20,2,6.629,3.264
6,Middle,BBOC,M. gigas,Tide,21,20,3,6.923,3.566
6,Middle,BBOC,M. gigas,Tide,21,20,4,4.322,3.498
6,Middle,BBOC,M. gigas,Tide,21,20,5,6.31,3.646
6,Middle,BBOC,M. gigas,Tide,21,20,6,3.937,2.778
6,Middle,BBOC,M. gigas,Tide,21,20,7,5.612,3.71
6,Middle,BBOC,M. gigas,Tide,21,20,8,3.946,2.586
6,Middle,BBOC,M. gigas,Tide,21,20,9,5.11,3.125
6,Middle,BBOC,M. gigas,Tide,21,20,10,7.119,3.093
6,Middle,BBOC,M. gigas,Tide,21,21,1,4.432,2.9
6,Middle,BBOC,M. gigas,Tide,21,21,2,5.176,3.383
6,Middle,BBOC,M. gigas,Tide,21,21,3,3.897,3.438
6,Middle,BBOC,M. gigas,Tide,21,21,4,4.694,3.043
6,Middle,BBOC,M. gigas,Tide,21,21,5,5.354,3.619
6,Middle,BBOC,M. gigas,Tide,21,21,6,5.604,3.535
6,Middle,BBOC,M. gigas,Tide,21,21,7,3.995,2.81
6,Middle,BBOC,M. gigas,Tide,21,21,8,4.997,2.913
6,Middle,BBOC,M. gigas,Tide,21,21,9,3.858,2.503
6,Middle,BBOC,M. gigas,Tide,21,21,10,4.519,3.443
6,Middle,BBOC,M. gigas,No Tide,21,22,1,3.617,2.866
6,Middle,BBOC,M. gigas,No Tide,21,22,2,5.373,3.616
6,Middle,BBOC,M. gigas,No Tide,21,22,3,3.729,2.871
6,Middle,BBOC,M. gigas,No Tide,21,22,4,4.868,2.271
6,Middle,BBOC,M. gigas,No Tide,21,22,5,4.399,2.927
6,Middle,BBOC,M. gigas,No Tide,21,22,6,3.912,2.831
6,Middle,BBOC,M. gigas,No Tide,21,22,7,2.666,2.03
6,Middle,BBOC,M. gigas,No Tide,21,22,8,4.079,2.297
6,Middle,BBOC,M. gigas,No Tide,21,22,9,3.158,1.849
6,Middle,BBOC,M. gigas,No Tide,21,22,10,4.007,3.162
6,Middle,BBOC,M. gigas,No Tide,21,23,1,4.94,3.27
6,Middle,BBOC,M. gigas,No Tide,21,23,2,4.966,2.759
6,Middle,BBOC,M. gigas,No Tide,21,23,3,4.085,3.007
6,Middle,BBOC,M. gigas,No Tide,21,23,4,2.751,2.212
6,Middle,BBOC,M. gigas,No Tide,21,23,5,5.545,3.103
6,Middle,BBOC,M. gigas,No Tide,21,23,6,2.265,2.002
6,Middle,BBOC,M. gigas,No Tide,21,23,7,3.362,2.324
6,Middle,BBOC,M. gigas,No Tide,21,23,8,3.639,2.931
6,Middle,BBOC,M. gigas,No Tide,21,23,9,4.158,2.269
6,Middle,BBOC,M. gigas,No Tide,21,23,10,5.344,3.497
6,Middle,BBOC,M. gigas,No Tide,21,24,1,4.487,2.368
6,Middle,BBOC,M. gigas,No Tide,21,24,2,4.059,2.885
6,Middle,BBOC,M. gigas,No Tide,21,24,3,4.784,2.903
6,Middle,BBOC,M. gigas,No Tide,21,24,4,4.174,2.908
6,Middle,BBOC,M. gigas,No Tide,21,24,5,3.532,2.099
6,Middle,BBOC,M. gigas,No Tide,21,24,6,5.761,2.594
6,Middle,BBOC,M. gigas,No Tide,21,24,7,4.001,2.996
6,Middle,BBOC,M. gigas,No Tide,21,24,8,3.34,3.125
6,Middle,BBOC,M. gigas,No Tide,21,24,9,4.473,3.123
6,Middle,BBOC,M. gigas,No Tide,21,24,10,3.68,2.579
1,North,HIOC,M. gigas,No Tide,15,1,1,2.526,2.018
1,North,HIOC,M. gigas,No Tide,15,1,2,3.645,2.347
1,North,HIOC,M. gigas,No Tide,15,1,3,2.563,1.935
1,North,HIOC,M. gigas,No Tide,15,1,4,3.479,2.247
1,North,HIOC,M. gigas,No Tide,15,1,5,3.728,1.961
1,North,HIOC,M. gigas,No Tide,15,1,6,3.841,2.05
1,North,HIOC,M. gigas,No Tide,15,1,7,2.685,2.122
1,North,HIOC,M. gigas,No Tide,15,1,8,2.63,2.243
1,North,HIOC,M. gigas,No Tide,15,1,9,3.393,2.055
1,North,HIOC,M. gigas,No Tide,15,1,10,3.06,1.998
1,North,HIOC,M. gigas,No Tide,15,2,1,2.523,2.138
1,North,HIOC,M. gigas,No Tide,15,2,2,2.911,1.841
1,North,HIOC,M. gigas,No Tide,15,2,3,3.013,2.249
1,North,HIOC,M. gigas,No Tide,15,2,4,3.816,2.905
1,North,HIOC,M. gigas,No Tide,15,2,5,3.635,2.297
1,North,HIOC,M. gigas,No Tide,15,2,6,2.891,2.166
1,North,HIOC,M. gigas,No Tide,15,2,7,2.535,1.822
1,North,HIOC,M. gigas,No Tide,15,2,8,3.142,2.72
1,North,HIOC,M. gigas,No Tide,15,2,9,3.587,2.034
1,North,HIOC,M. gigas,No Tide,15,2,10,3.053,2
1,North,HIOC,M. gigas,No Tide,15,3,1,4.028,2.301
1,North,HIOC,M. gigas,No Tide,15,3,2,3.456,2.028
1,North,HIOC,M. gigas,No Tide,15,3,3,3.986,2.192
1,North,HIOC,M. gigas,No Tide,15,3,4,3.175,1.866
1,North,HIOC,M. gigas,No Tide,15,3,5,3.329,1.946
1,North,HIOC,M. gigas,No Tide,15,3,6,3.525,2.424
1,North,HIOC,M. gigas,No Tide,15,3,7,3.171,1.75
1,North,HIOC,M. gigas,No Tide,15,3,8,3.353,2.022
1,North,HIOC,M. gigas,No Tide,15,3,9,3.204,2.407
1,North,HIOC,M. gigas,No Tide,15,3,10,3.721,2.218
1,North,HIOC,M. gigas,Tide,15,4,2,2.543,1.66
1,North,HIOC,M. gigas,Tide,15,4,3,3.043,1.756
1,North,HIOC,M. gigas,Tide,15,4,4,3.186,1.772
1,North,HIOC,M. gigas,Tide,15,4,5,3.433,2.261
1,North,HIOC,M. gigas,Tide,15,4,6,4.4,2.393
1,North,HIOC,M. gigas,Tide,15,4,7,3.403,2.097
1,North,HIOC,M. gigas,Tide,15,4,8,3.36,2.057
1,North,HIOC,M. gigas,Tide,15,4,9,2.909,2.286
1,North,HIOC,M. gigas,Tide,15,4,10,2.658,1.898
1,North,HIOC,M. gigas,Tide,15,5,1,3.246,2.078
1,North,HIOC,M. gigas,Tide,15,5,2,3.22,2.133
1,North,HIOC,M. gigas,Tide,15,5,3,3.235,1.908
1,North,HIOC,M. gigas,Tide,15,5,4,2.82,1.69
1,North,HIOC,M. gigas,Tide,15,5,5,3.329,2.359
1,North,HIOC,M. gigas,Tide,15,5,6,4.058,2.312
1,North,HIOC,M. gigas,Tide,15,5,7,3.138,2.143
1,North,HIOC,M. gigas,Tide,15,5,8,3.721,1.895
1,North,HIOC,M. gigas,Tide,15,5,9,2.993,2.212
1,North,HIOC,M. gigas,Tide,15,5,10,3.186,2.56
1,North,HIOC,M. gigas,Tide,15,6,1,3.378,2.558
1,North,HIOC,M. gigas,Tide,15,6,2,3.23,1.752
1,North,HIOC,M. gigas,Tide,15,6,3,3.639,2.579
1,North,HIOC,M. gigas,Tide,15,6,4,3.984,3.219
1,North,HIOC,M. gigas,Tide,15,6,5,2.584,1.91
1,North,HIOC,M. gigas,Tide,15,6,6,2.682,1.86
1,North,HIOC,M. gigas,Tide,15,6,7,2.902,2.096
1,North,HIOC,M. gigas,Tide,15,6,8,3.311,2.712
1,North,HIOC,M. gigas,Tide,15,6,9,3.625,2.005
1,North,HIOC,M. gigas,Tide,15,6,10,3.719,1.839
1,North,HIOC,M. gigas,Tide,21,7,1,2.85,1.848
1,North,HIOC,M. gigas,Tide,21,7,2,2.871,1.71
1,North,HIOC,M. gigas,Tide,21,7,3,2.654,2.191
1,North,HIOC,M. gigas,Tide,21,7,4,2.806,1.924
1,North,HIOC,M. gigas,Tide,21,7,5,2.769,2.034
1,North,HIOC,M. gigas,Tide,21,7,6,3.186,2.14
1,North,HIOC,M. gigas,Tide,21,7,7,3.043,1.977
1,North,HIOC,M. gigas,Tide,21,7,8,2.9,1.886
1,North,HIOC,M. gigas,Tide,21,7,9,3.07,2.215
1,North,HIOC,M. gigas,Tide,21,7,10,3.019,2.048
1,North,HIOC,M. gigas,Tide,21,8,1,3.255,1.997
1,North,HIOC,M. gigas,Tide,21,8,2,2.603,1.879
1,North,HIOC,M. gigas,Tide,21,8,3,2.862,1.972
1,North,HIOC,M. gigas,Tide,21,8,4,2.985,2.132
1,North,HIOC,M. gigas,Tide,21,8,5,2.905,2.058
1,North,HIOC,M. gigas,Tide,21,8,6,3.326,1.77
1,North,HIOC,M. gigas,Tide,21,8,7,2.898,1.909
1,North,HIOC,M. gigas,Tide,21,8,8,3.087,1.748
1,North,HIOC,M. gigas,Tide,21,8,9,3.258,1.842
1,North,HIOC,M. gigas,Tide,21,8,10,2.82,1.679
1,North,HIOC,M. gigas,Tide,21,9,1,4.038,2.243
1,North,HIOC,M. gigas,Tide,21,9,2,4.023,2.068
1,North,HIOC,M. gigas,Tide,21,9,3,2.777,1.953
1,North,HIOC,M. gigas,Tide,21,9,4,3.083,2.082
1,North,HIOC,M. gigas,Tide,21,9,5,3.222,1.705
1,North,HIOC,M. gigas,Tide,21,9,6,3.686,1.923
1,North,HIOC,M. gigas,Tide,21,9,7,3.258,2.061
1,North,HIOC,M. gigas,Tide,21,9,8,2.898,2.035
1,North,HIOC,M. gigas,Tide,21,9,9,3.778,2.291
1,North,HIOC,M. gigas,Tide,21,9,10,4.4,2.221
1,North,HIOC,M. gigas,No Tide,21,10,1,2.541,2.039
1,North,HIOC,M. gigas,No Tide,21,10,2,3,1.684
1,North,HIOC,M. gigas,No Tide,21,10,3,3.245,1.703
1,North,HIOC,M. gigas,No Tide,21,10,4,3.714,1.843
1,North,HIOC,M. gigas,No Tide,21,10,5,2.987,1.572
1,North,HIOC,M. gigas,No Tide,21,10,6,3.244,1.905
1,North,HIOC,M. gigas,No Tide,21,10,7,2.8,1.805
1,North,HIOC,M. gigas,No Tide,21,10,8,2.514,1.649
1,North,HIOC,M. gigas,No Tide,21,10,9,2.807,1.916
1,North,HIOC,M. gigas,No Tide,21,10,10,2.971,2.014
1,North,HIOC,M. gigas,No Tide,21,11,1,3.646,2.15
1,North,HIOC,M. gigas,No Tide,21,11,2,3.041,2.077
1,North,HIOC,M. gigas,No Tide,21,11,3,2.743,2.081
1,North,HIOC,M. gigas,No Tide,21,11,4,2.935,1.882
1,North,HIOC,M. gigas,No Tide,21,11,5,2.96,1.9
1,North,HIOC,M. gigas,No Tide,21,11,6,2.93,1.956
1,North,HIOC,M. gigas,No Tide,21,11,7,2.928,1.747
1,North,HIOC,M. gigas,No Tide,21,11,8,3.617,2.042
1,North,HIOC,M. gigas,No Tide,21,11,9,2.885,2.115
1,North,HIOC,M. gigas,No Tide,21,11,10,2.747,1.958
1,North,HIOC,M. gigas,No Tide,21,12,1,2.623,1.739
1,North,HIOC,M. gigas,No Tide,21,12,2,3.404,2.325
1,North,HIOC,M. gigas,No Tide,21,12,3,3.002,2.136
1,North,HIOC,M. gigas,No Tide,21,12,4,2.758,1.862
1,North,HIOC,M. gigas,No Tide,21,12,5,3.543,2.109
1,North,HIOC,M. gigas,No Tide,21,12,6,3.589,2.189
1,North,HIOC,M. gigas,No Tide,21,12,7,3.351,2.095
1,North,HIOC,M. gigas,No Tide,21,12,8,2.912,2.403
1,North,HIOC,M. gigas,No Tide,21,12,9,3.23,1.828
1,North,HIOC,M. gigas,No Tide,21,12,10,2.662,2.124
6,North,HIOC,M. gigas,No Tide,15,1,1,5.23,3.467
6,North,HIOC,M. gigas,No Tide,15,1,2,4.135,2.928
6,North,HIOC,M. gigas,No Tide,15,1,3,3.829,3.1
6,North,HIOC,M. gigas,No Tide,15,1,4,4.604,2.73
6,North,HIOC,M. gigas,No Tide,15,1,5,4.961,3.287
6,North,HIOC,M. gigas,No Tide,15,1,6,4.124,2.836
6,North,HIOC,M. gigas,No Tide,15,1,7,5.867,2.717
6,North,HIOC,M. gigas,No Tide,15,1,8,4.34,2.698
6,North,HIOC,M. gigas,No Tide,15,1,9,4.781,3.266
6,North,HIOC,M. gigas,No Tide,15,1,10,4.541,2.812
6,North,HIOC,M. gigas,No Tide,15,2,1,4.097,2.839
6,North,HIOC,M. gigas,No Tide,15,2,2,4.136,3.048
6,North,HIOC,M. gigas,No Tide,15,2,3,3.961,2.739
6,North,HIOC,M. gigas,No Tide,15,2,4,5.128,3.115
6,North,HIOC,M. gigas,No Tide,15,2,5,3.957,2.308
6,North,HIOC,M. gigas,No Tide,15,2,6,4.503,2.904
6,North,HIOC,M. gigas,No Tide,15,2,7,5.003,2.995
6,North,HIOC,M. gigas,No Tide,15,2,8,4.409,2.331
6,North,HIOC,M. gigas,No Tide,15,2,9,4.29,2.757
6,North,HIOC,M. gigas,No Tide,15,2,10,4.646,2.864
6,North,HIOC,M. gigas,No Tide,15,3,1,4.609,2.897
6,North,HIOC,M. gigas,No Tide,15,3,2,5.102,2.826
6,North,HIOC,M. gigas,No Tide,15,3,3,4.679,2.814
6,North,HIOC,M. gigas,No Tide,15,3,4,4.039,2.724
6,North,HIOC,M. gigas,No Tide,15,3,5,4.081,2.168
6,North,HIOC,M. gigas,No Tide,15,3,6,4.202,2.726
6,North,HIOC,M. gigas,No Tide,15,3,7,4.583,2.749
6,North,HIOC,M. gigas,No Tide,15,3,8,4.787,3.438
6,North,HIOC,M. gigas,No Tide,15,3,9,4.347,2.877
6,North,HIOC,M. gigas,No Tide,15,3,10,5.501,2.891
6,North,HIOC,M. gigas,Tide,15,4,2,4.915,2.999
6,North,HIOC,M. gigas,Tide,15,4,3,4.542,3.055
6,North,HIOC,M. gigas,Tide,15,4,4,4.342,2.624
6,North,HIOC,M. gigas,Tide,15,4,5,6.126,3.295
6,North,HIOC,M. gigas,Tide,15,4,6,4.504,2.662
6,North,HIOC,M. gigas,Tide,15,4,7,4.613,3.094
6,North,HIOC,M. gigas,Tide,15,4,8,4.775,3.319
6,North,HIOC,M. gigas,Tide,15,4,9,4.953,2.558
6,North,HIOC,M. gigas,Tide,15,4,10,4.203,3.229
6,North,HIOC,M. gigas,Tide,15,5,1,3.903,3.319
6,North,HIOC,M. gigas,Tide,15,5,2,4.194,3.068
6,North,HIOC,M. gigas,Tide,15,5,3,4.915,3.261
6,North,HIOC,M. gigas,Tide,15,5,4,4.591,3.134
6,North,HIOC,M. gigas,Tide,15,5,5,6.063,3.787
6,North,HIOC,M. gigas,Tide,15,5,6,4.45,2.573
