Sampling_Time,Date,SH_Tide,SH_Temp,Tank,Species,Rep,,L/W,Size_cm
End SH,July-10-2021,No Tide,16,3,C. sikamea,8,,W,1.849
End SH,July-10-2021,No Tide,16,3,C. sikamea,9,,L,2.881
End SH,July-10-2021,No Tide,16,3,C. sikamea,9,,W,2.164
End SH,July-10-2021,No Tide,16,3,C. sikamea,10,,L,2.285
End SH,July-10-2021,No Tide,16,3,C. sikamea,10,,W,2.163
End SH,July-10-2021,No Tide,16,4,M. gigas,1,,L,2.511
End SH,July-10-2021,No Tide,16,4,M. gigas,1,,W,1.986
End SH,July-10-2021,No Tide,16,4,M. gigas,2,,L,1.726
End SH,July-10-2021,No Tide,16,4,M. gigas,2,,W,2.037
End SH,July-10-2021,No Tide,16,4,M. gigas,3,,L,2.702
End SH,July-10-2021,No Tide,16,4,M. gigas,3,,W,1.77
End SH,July-10-2021,No Tide,16,4,M. gigas,4,,L,2.35
End SH,July-10-2021,No Tide,16,4,M. gigas,4,,W,1.944
End SH,July-10-2021,No Tide,16,4,M. gigas,5,,L,2.489
End SH,July-10-2021,No Tide,16,4,M. gigas,5,,W,1.75
End SH,July-10-2021,No Tide,16,4,M. gigas,6,,L,2.355
End SH,July-10-2021,No Tide,16,4,M. gigas,6,,W,1.743
End SH,July-10-2021,No Tide,16,4,M. gigas,7,,L,2.035
End SH,July-10-2021,No Tide,16,4,M. gigas,7,,W,1.709
End SH,July-10-2021,No Tide,16,4,M. gigas,8,,L,2.299
End SH,July-10-2021,No Tide,16,4,M. gigas,8,,W,1.826
End SH,July-10-2021,No Tide,16,4,M. gigas,9,,L,2.617
End SH,July-10-2021,No Tide,16,4,M. gigas,9,,W,1.819
End SH,July-10-2021,No Tide,16,4,M. gigas,10,,L,2.399
End SH,July-10-2021,No Tide,16,4,M. gigas,10,,W,1.808
End SH,July-10-2021,No Tide,16,5,C. sikamea,1,,L,3.423
End SH,July-10-2021,No Tide,16,5,C. sikamea,1,,W,2.395
End SH,July-10-2021,No Tide,16,5,C. sikamea,2,,L,2.771
End SH,July-10-2021,No Tide,16,5,C. sikamea,2,,W,2.198
End SH,July-10-2021,No Tide,16,5,C. sikamea,3,,L,2.566
End SH,July-10-2021,No Tide,16,5,C. sikamea,3,,W,1.92
End SH,July-10-2021,No Tide,16,5,C. sikamea,4,,L,2.458
End SH,July-10-2021,No Tide,16,5,C. sikamea,4,,W,2.081
End SH,July-10-2021,No Tide,16,5,C. sikamea,5,,L,2.569
End SH,July-10-2021,No Tide,16,5,C. sikamea,5,,W,2.07
End SH,July-10-2021,No Tide,16,5,C. sikamea,6,,L,2.524
End SH,July-10-2021,No Tide,16,5,C. sikamea,6,,W,1.699
End SH,July-10-2021,No Tide,16,5,C. sikamea,7,,L,2.894
End SH,July-10-2021,No Tide,16,5,C. sikamea,7,,W,2.203
End SH,July-10-2021,No Tide,16,5,C. sikamea,8,,L,2.919
End SH,July-10-2021,No Tide,16,5,C. sikamea,8,,W,2.072
End SH,July-10-2021,No Tide,16,5,C. sikamea,9,,L,3.067
End SH,July-10-2021,No Tide,16,5,C. sikamea,9,,W,2.44
End SH,July-10-2021,No Tide,16,5,C. sikamea,10,,L,2.783
End SH,July-10-2021,No Tide,16,5,C. sikamea,10,,W,1.921
End SH,July-10-2021,No Tide,16,6,C. sikamea,1,,L,2.632
End SH,July-10-2021,No Tide,16,6,C. sikamea,1,,W,1.993
End SH,July-10-2021,No Tide,16,6,C. sikamea,2,,L,2.952
End SH,July-10-2021,No Tide,16,6,C. sikamea,2,,W,1.77
End SH,July-10-2021,No Tide,16,6,C. sikamea,3,,L,2.89
End SH,July-10-2021,No Tide,16,6,C. sikamea,3,,W,2.049
End SH,July-10-2021,No Tide,16,6,C. sikamea,4,,L,2.944
End SH,July-10-2021,No Tide,16,6,C. sikamea,4,,W,2.374
End SH,July-10-2021,No Tide,16,6,C. sikamea,5,,L,3.148
End SH,July-10-2021,No Tide,16,6,C. sikamea,5,,W,2.34
End SH,July-10-2021,No Tide,16,6,C. sikamea,6,,L,2.864
End SH,July-10-2021,No Tide,16,6,C. sikamea,6,,W,2.027
End SH,July-10-2021,No Tide,16,6,C. sikamea,7,,L,3.064
End SH,July-10-2021,No Tide,16,6,C. sikamea,7,,W,2.092
End SH,July-10-2021,No Tide,16,6,C. sikamea,8,,L,2.426
End SH,July-10-2021,No Tide,16,6,C. sikamea,8,,W,1.759
End SH,July-10-2021,No Tide,16,6,C. sikamea,9,,L,2.939
End SH,July-10-2021,No Tide,16,6,C. sikamea,9,,W,2.117
End SH,July-10-2021,No Tide,16,6,C. sikamea,10,,L,2.532
End SH,July-10-2021,No Tide,16,6,C. sikamea,10,,W,2.072
End SH,July-10-2021,No Tide,16,7,C. sikamea,1,,L,2.172
End SH,July-10-2021,No Tide,16,7,C. sikamea,1,,W,1.917
End SH,July-10-2021,No Tide,16,7,C. sikamea,2,,L,2.849
End SH,July-10-2021,No Tide,16,7,C. sikamea,2,,W,2.339
End SH,July-10-2021,No Tide,16,7,C. sikamea,3,,L,2.971
End SH,July-10-2021,No Tide,16,7,C. sikamea,3,,W,1.844
End SH,July-10-2021,No Tide,16,7,C. sikamea,4,,L,2.56
End SH,July-10-2021,No Tide,16,7,C. sikamea,4,,W,1.972
End SH,July-10-2021,No Tide,16,7,C. sikamea,5,,L,2.867
End SH,July-10-2021,No Tide,16,7,C. sikamea,5,,W,2.329
End SH,July-10-2021,No Tide,16,7,C. sikamea,6,,L,2.612
End SH,July-10-2021,No Tide,16,7,C. sikamea,6,,W,2.045
End SH,July-10-2021,No Tide,16,7,C. sikamea,7,,L,2.612
End SH,July-10-2021,No Tide,16,7,C. sikamea,7,,W,2.138
End SH,July-10-2021,No Tide,16,7,C. sikamea,8,,L,2.657
End SH,July-10-2021,No Tide,16,7,C. sikamea,8,,W,2.252
End SH,July-10-2021,No Tide,16,7,C. sikamea,9,,L,2.934
End SH,July-10-2021,No Tide,16,7,C. sikamea,9,,W,2.096
End SH,July-10-2021,No Tide,16,7,C. sikamea,10,,L,2.497
End SH,July-10-2021,No Tide,16,7,C. sikamea,10,,W,2.18
End SH,July-10-2021,Tide,16,8,C. sikamea,1,,L,2.608
End SH,July-10-2021,Tide,16,8,C. sikamea,1,,W,2.125
End SH,July-10-2021,Tide,16,8,C. sikamea,2,,L,2.548
End SH,July-10-2021,Tide,16,8,C. sikamea,2,,W,1.997
End SH,July-10-2021,Tide,16,8,C. sikamea,3,,L,2.935
End SH,July-10-2021,Tide,16,8,C. sikamea,3,,W,1.729
End SH,July-10-2021,Tide,16,8,C. sikamea,4,,L,2.321
End SH,July-10-2021,Tide,16,8,C. sikamea,4,,W,2.226
End SH,July-10-2021,Tide,16,8,C. sikamea,5,,L,2.901
End SH,July-10-2021,Tide,16,8,C. sikamea,5,,W,2.341
End SH,July-10-2021,Tide,16,8,C. sikamea,6,,L,2.419
End SH,July-10-2021,Tide,16,8,C. sikamea,6,,W,2.038
End SH,July-10-2021,Tide,16,8,C. sikamea,7,,L,2.706
End SH,July-10-2021,Tide,16,8,C. sikamea,7,,W,1.992
End SH,July-10-2021,Tide,16,8,C. sikamea,8,,L,2.45
End SH,July-10-2021,Tide,16,8,C. sikamea,8,,W,2.067
End SH,July-10-2021,Tide,16,8,C. sikamea,9,,L,3.006
End SH,July-10-2021,Tide,16,8,C. sikamea,9,,W,2.004
End SH,July-10-2021,Tide,16,8,C. sikamea,10,,L,2.691
End SH,July-10-2021,Tide,16,8,C. sikamea,10,,W,2.085
End SH,July-10-2021,Tide,16,9,C. sikamea,1,,L,2.528
End SH,July-10-2021,Tide,16,9,C. sikamea,1,,W,1.924
End SH,July-10-2021,Tide,16,9,C. sikamea,2,,L,2.668
End SH,July-10-2021,Tide,16,9,C. sikamea,2,,W,2.151
End SH,July-10-2021,Tide,16,9,C. sikamea,3,,L,3.18
End SH,July-10-2021,Tide,16,9,C. sikamea,3,,W,1.746
End SH,July-10-2021,Tide,16,9,C. sikamea,4,,L,2.487
End SH,July-10-2021,Tide,16,9,C. sikamea,4,,W,2.57
End SH,July-10-2021,Tide,16,9,C. sikamea,5,,L,2.937
End SH,July-10-2021,Tide,16,9,C. sikamea,5,,W,2.06
End SH,July-10-2021,Tide,16,9,C. sikamea,6,,L,2.652
End SH,July-10-2021,Tide,16,9,C. sikamea,6,,W,1.866
End SH,July-10-2021,Tide,16,9,C. sikamea,7,,L,3.111
End SH,July-10-2021,Tide,16,9,C. sikamea,7,,W,2.179
End SH,July-10-2021,Tide,16,9,C. sikamea,8,,L,2.436
End SH,July-10-2021,Tide,16,9,C. sikamea,8,,W,1.455
End SH,July-10-2021,Tide,16,9,C. sikamea,9,,L,2.681
End SH,July-10-2021,Tide,16,9,C. sikamea,9,,W,2.038
End SH,July-10-2021,Tide,16,9,C. sikamea,10,,L,2.193
End SH,July-10-2021,Tide,16,9,C. sikamea,10,,W,1.729
End SH,July-10-2021,Tide,16,10,C. sikamea,1,,L,2.701
End SH,July-10-2021,Tide,16,10,C. sikamea,1,,W,2.046
End SH,July-10-2021,Tide,16,10,C. sikamea,2,,L,2.208
End SH,July-10-2021,Tide,16,10,C. sikamea,2,,W,1.924
End SH,July-10-2021,Tide,16,10,C. sikamea,3,,L,2.81
End SH,July-10-2021,Tide,16,10,C. sikamea,3,,W,2.535
End SH,July-10-2021,Tide,16,10,C. sikamea,4,,L,2.681
End SH,July-10-2021,Tide,16,10,C. sikamea,4,,W,2.167
End SH,July-10-2021,Tide,16,10,C. sikamea,5,,L,2.439
End SH,July-10-2021,Tide,16,10,C. sikamea,5,,W,2.004
End SH,July-10-2021,Tide,16,10,C. sikamea,6,,L,2.361
End SH,July-10-2021,Tide,16,10,C. sikamea,6,,W,2.217
End SH,July-10-2021,Tide,16,10,C. sikamea,7,,L,2.499
End SH,July-10-2021,Tide,16,10,C. sikamea,7,,W,2.202
End SH,July-10-2021,Tide,16,10,C. sikamea,8,,L,2.707
End SH,July-10-2021,Tide,16,10,C. sikamea,8,,W,1.483
End SH,July-10-2021,Tide,16,10,C. sikamea,9,,L,2.293
End SH,July-10-2021,Tide,16,10,C. sikamea,9,,W,1.964
End SH,July-10-2021,Tide,16,10,C. sikamea,10,,L,2.425
End SH,July-10-2021,Tide,16,10,C. sikamea,10,,W,2.15
End SH,July-10-2021,Tide,16,11,C. sikamea,1,,L,2.943
End SH,July-10-2021,Tide,16,11,C. sikamea,1,,W,2.575
End SH,July-10-2021,Tide,16,11,C. sikamea,2,,L,3.123
End SH,July-10-2021,Tide,16,11,C. sikamea,2,,W,2.433
End SH,July-10-2021,Tide,16,11,C. sikamea,3,,L,2.962
End SH,July-10-2021,Tide,16,11,C. sikamea,3,,W,2.164
End SH,July-10-2021,Tide,16,11,C. sikamea,4,,L,2.885
End SH,July-10-2021,Tide,16,11,C. sikamea,4,,W,1.88
End SH,July-10-2021,Tide,16,11,C. sikamea,5,,L,2.644
End SH,July-10-2021,Tide,16,11,C. sikamea,5,,W,1.998
End SH,July-10-2021,Tide,16,11,C. sikamea,6,,L,2.735
End SH,July-10-2021,Tide,16,11,C. sikamea,6,,W,2.273
End SH,July-10-2021,Tide,16,11,C. sikamea,7,,L,2.521
End SH,July-10-2021,Tide,16,11,C. sikamea,7,,W,1.998
End SH,July-10-2021,Tide,16,11,C. sikamea,8,,L,2.857
End SH,July-10-2021,Tide,16,11,C. sikamea,8,,W,1.786
End SH,July-10-2021,Tide,16,11,C. sikamea,9,,L,2.595
End SH,July-10-2021,Tide,16,11,C. sikamea,9,,W,1.72
End SH,July-10-2021,Tide,16,11,C. sikamea,10,,L,2.706
End SH,July-10-2021,Tide,16,11,C. sikamea,10,,W,2.257
End SH,July-10-2021,Tide,16,12,C. sikamea,1,,L,2.808
End SH,July-10-2021,Tide,16,12,C. sikamea,1,,W,2.202
End SH,July-10-2021,Tide,16,12,C. sikamea,2,,L,2.488
End SH,July-10-2021,Tide,16,12,C. sikamea,2,,W,2.249
End SH,July-10-2021,Tide,16,12,C. sikamea,3,,L,2.708
End SH,July-10-2021,Tide,16,12,C. sikamea,3,,W,1.976
End SH,July-10-2021,Tide,16,12,C. sikamea,4,,L,2.997
End SH,July-10-2021,Tide,16,12,C. sikamea,4,,W,2.145
End SH,July-10-2021,Tide,16,12,C. sikamea,5,,L,2.73
End SH,July-10-2021,Tide,16,12,C. sikamea,5,,W,1.854
End SH,July-10-2021,Tide,16,12,C. sikamea,6,,L,2.791
End SH,July-10-2021,Tide,16,12,C. sikamea,6,,W,1.928
End SH,July-10-2021,Tide,16,12,C. sikamea,7,,L,2.35
End SH,July-10-2021,Tide,16,12,C. sikamea,7,,W,2.088
End SH,July-10-2021,Tide,16,12,C. sikamea,8,,L,2.447
End SH,July-10-2021,Tide,16,12,C. sikamea,8,,W,2.008
End SH,July-10-2021,Tide,16,12,C. sikamea,9,,L,2.583
End SH,July-10-2021,Tide,16,12,C. sikamea,9,,W,1.935
End SH,July-10-2021,Tide,16,12,C. sikamea,10,,L,2.884
End SH,July-10-2021,Tide,16,12,C. sikamea,10,,W,1.901
End SH,July-10-2021,Tide,21,13,C. sikamea,1,,L,3.08
End SH,July-10-2021,Tide,21,13,C. sikamea,1,,W,2.198
End SH,July-10-2021,Tide,21,13,C. sikamea,2,,L,2.955
End SH,July-10-2021,Tide,21,13,C. sikamea,2,,W,1.947
End SH,July-10-2021,Tide,21,13,C. sikamea,3,,L,3.042
End SH,July-10-2021,Tide,21,13,C. sikamea,3,,W,2.18
End SH,July-10-2021,Tide,21,13,C. sikamea,4,,L,2.388
End SH,July-10-2021,Tide,21,13,C. sikamea,4,,W,2.322
End SH,July-10-2021,Tide,21,13,C. sikamea,5,,L,2.405
End SH,July-10-2021,Tide,21,13,C. sikamea,5,,W,1.793
End SH,July-10-2021,Tide,21,13,C. sikamea,6,,L,2.546
End SH,July-10-2021,Tide,21,13,C. sikamea,6,,W,1.914
End SH,July-10-2021,Tide,21,13,C. sikamea,7,,L,2.614
End SH,July-10-2021,Tide,21,13,C. sikamea,7,,W,2.192
End SH,July-10-2021,Tide,21,13,C. sikamea,8,,L,2.509
End SH,July-10-2021,Tide,21,13,C. sikamea,8,,W,1.73
End SH,July-10-2021,Tide,21,13,C. sikamea,9,,L,2.575
End SH,July-10-2021,Tide,21,13,C. sikamea,9,,W,2.022
End SH,July-10-2021,Tide,21,13,C. sikamea,10,,L,2.963
End SH,July-10-2021,Tide,21,13,C. sikamea,10,,W,2.15
End SH,July-10-2021,Tide,21,14,C. sikamea,1,,L,2.511
End SH,July-10-2021,Tide,21,14,C. sikamea,1,,W,2.116
End SH,July-10-2021,Tide,21,14,C. sikamea,2,,L,2.758
End SH,July-10-2021,Tide,21,14,C. sikamea,2,,W,1.949
End SH,July-10-2021,Tide,21,14,C. sikamea,3,,L,2.554
End SH,July-10-2021,Tide,21,14,C. sikamea,3,,W,2.029
End SH,July-10-2021,Tide,21,14,C. sikamea,4,,L,3.142
End SH,July-10-2021,Tide,21,14,C. sikamea,4,,W,2.256
End SH,July-10-2021,Tide,21,14,C. sikamea,5,,L,2.91
End SH,July-10-2021,Tide,21,14,C. sikamea,5,,W,2.26
End SH,July-10-2021,Tide,21,14,C. sikamea,6,,L,2.757
End SH,July-10-2021,Tide,21,14,C. sikamea,6,,W,2.129
End SH,July-10-2021,Tide,21,14,C. sikamea,7,,L,2.486
End SH,July-10-2021,Tide,21,14,C. sikamea,7,,W,1.854
End SH,July-10-2021,Tide,21,14,C. sikamea,8,,L,2.558
End SH,July-10-2021,Tide,21,14,C. sikamea,8,,W,1.743
End SH,July-10-2021,Tide,21,14,C. sikamea,9,,L,2.622
End SH,July-10-2021,Tide,21,14,C. sikamea,9,,W,2.11
End SH,July-10-2021,Tide,21,14,C. sikamea,10,,L,2.672
End SH,July-10-2021,Tide,21,14,C. sikamea,10,,W,2.185
End SH,July-10-2021,Tide,21,15,C. sikamea,1,,L,2.755
End SH,July-10-2021,Tide,21,15,C. sikamea,1,,W,2.445
End SH,July-10-2021,Tide,21,15,C. sikamea,2,,L,3.032
End SH,July-10-2021,Tide,21,15,C. sikamea,2,,W,1.94
End SH,July-10-2021,Tide,21,15,C. sikamea,3,,L,2.672
End SH,July-10-2021,Tide,21,15,C. sikamea,3,,W,2.077
End SH,July-10-2021,Tide,21,15,C. sikamea,4,,L,2.593
End SH,July-10-2021,Tide,21,15,C. sikamea,4,,W,1.902
End SH,July-10-2021,Tide,21,15,C. sikamea,5,,L,2.953
End SH,July-10-2021,Tide,21,15,C. sikamea,5,,W,2.063
End SH,July-10-2021,Tide,21,15,C. sikamea,6,,L,2.483
End SH,July-10-2021,Tide,21,15,C. sikamea,6,,W,1.725
End SH,July-10-2021,Tide,21,15,C. sikamea,7,,L,3.151
End SH,July-10-2021,Tide,21,15,C. sikamea,7,,W,2.077
End SH,July-10-2021,Tide,21,15,C. sikamea,8,,L,2.75
End SH,July-10-2021,Tide,21,15,C. sikamea,8,,W,1.89
End SH,July-10-2021,Tide,21,15,C. sikamea,9,,L,3.07
End SH,July-10-2021,Tide,21,15,C. sikamea,9,,W,2.013
End SH,July-10-2021,Tide,21,15,C. sikamea,10,,L,2.982
End SH,July-10-2021,Tide,21,15,C. sikamea,10,,W,2.123
End SH,July-10-2021,Tide,21,16,C. sikamea,1,,L,2.989
End SH,July-10-2021,Tide,21,16,C. sikamea,1,,W,2.062
End SH,July-10-2021,Tide,21,16,C. sikamea,2,,L,2.593
End SH,July-10-2021,Tide,21,16,C. sikamea,2,,W,1.981
End SH,July-10-2021,Tide,21,16,C. sikamea,3,,L,2.891
End SH,July-10-2021,Tide,21,16,C. sikamea,3,,W,1.973
End SH,July-10-2021,Tide,21,16,C. sikamea,4,,L,2.846
End SH,July-10-2021,Tide,21,16,C. sikamea,4,,W,2.042
End SH,July-10-2021,Tide,21,16,C. sikamea,5,,L,2.937
End SH,July-10-2021,Tide,21,16,C. sikamea,5,,W,2.228
End SH,July-10-2021,Tide,21,16,C. sikamea,6,,L,2.634
End SH,July-10-2021,Tide,21,16,C. sikamea,6,,W,2.172
End SH,July-10-2021,Tide,21,16,C. sikamea,7,,L,2.396
End SH,July-10-2021,Tide,21,16,C. sikamea,7,,W,2.035
End SH,July-10-2021,Tide,21,16,C. sikamea,8,,L,2.442
End SH,July-10-2021,Tide,21,16,C. sikamea,8,,W,1.924
End SH,July-10-2021,Tide,21,16,C. sikamea,9,,L,2.346
End SH,July-10-2021,Tide,21,16,C. sikamea,9,,W,1.955
End SH,July-10-2021,Tide,21,16,C. sikamea,10,,L,2.623
End SH,July-10-2021,Tide,21,16,C. sikamea,10,,W,1.635
End SH,July-10-2021,Tide,21,17,C. sikamea,1,,L,2.79
End SH,July-10-2021,Tide,21,17,C. sikamea,1,,W,2.137
End SH,July-10-2021,Tide,21,17,C. sikamea,2,,L,2.779
End SH,July-10-2021,Tide,21,17,C. sikamea,2,,W,2.209
End SH,July-10-2021,Tide,21,17,C. sikamea,3,,L,2.718
End SH,July-10-2021,Tide,21,17,C. sikamea,3,,W,2.038
End SH,July-10-2021,Tide,21,17,C. sikamea,4,,L,2.675
End SH,July-10-2021,Tide,21,17,C. sikamea,4,,W,2.048
End SH,July-10-2021,Tide,21,17,C. sikamea,5,,L,2.705
End SH,July-10-2021,Tide,21,17,C. sikamea,5,,W,2.466
End SH,July-10-2021,Tide,21,17,C. sikamea,6,,L,2.88
End SH,July-10-2021,Tide,21,17,C. sikamea,6,,W,1.779
End SH,July-10-2021,Tide,21,17,C. sikamea,7,,L,2.71
End SH,July-10-2021,Tide,21,17,C. sikamea,7,,W,1.719
End SH,July-10-2021,Tide,21,17,C. sikamea,8,,L,2.595
End SH,July-10-2021,Tide,21,17,C. sikamea,8,,W,2.216
End SH,July-10-2021,Tide,21,17,C. sikamea,9,,L,2.881
End SH,July-10-2021,Tide,21,17,C. sikamea,9,,W,2.07
End SH,July-10-2021,Tide,21,17,C. sikamea,10,,L,2.867
End SH,July-10-2021,Tide,21,17,C. sikamea,10,,W,2.211
End SH,July-10-2021,No Tide,21,18,M. gigas,1,,L,2.317
End SH,July-10-2021,No Tide,21,18,M. gigas,1,,W,1.87
End SH,July-10-2021,No Tide,21,18,M. gigas,2,,L,2.077
End SH,July-10-2021,No Tide,21,18,M. gigas,2,,W,1.713
End SH,July-10-2021,No Tide,21,18,M. gigas,3,,L,2.391
End SH,July-10-2021,No Tide,21,18,M. gigas,3,,W,1.665
End SH,July-10-2021,No Tide,21,18,M. gigas,4,,L,2.819
End SH,July-10-2021,No Tide,21,18,M. gigas,4,,W,1.91
End SH,July-10-2021,No Tide,21,18,M. gigas,5,,L,2.097
End SH,July-10-2021,No Tide,21,18,M. gigas,5,,W,1.528
End SH,July-10-2021,No Tide,21,18,M. gigas,6,,L,2.16
End SH,July-10-2021,No Tide,21,18,M. gigas,6,,W,1.57
End SH,July-10-2021,No Tide,21,18,M. gigas,7,,L,1.962
End SH,July-10-2021,No Tide,21,18,M. gigas,7,,W,1.509
End SH,July-10-2021,No Tide,21,18,M. gigas,8,,L,2.423
End SH,July-10-2021,No Tide,21,18,M. gigas,8,,W,1.698
End SH,July-10-2021,No Tide,21,18,M. gigas,9,,L,2.48
End SH,July-10-2021,No Tide,21,18,M. gigas,9,,W,1.93
End SH,July-10-2021,No Tide,21,18,M. gigas,10,,L,2.686
End SH,July-10-2021,No Tide,21,18,M. gigas,10,,W,1.814
End SH,July-10-2021,No Tide,21,19,C. sikamea,1,,L,2.997
End SH,July-10-2021,No Tide,21,19,C. sikamea,1,,W,2.314
End SH,July-10-2021,No Tide,21,19,C. sikamea,2,,L,2.779
End SH,July-10-2021,No Tide,21,19,C. sikamea,2,,W,2.275
End SH,July-10-2021,No Tide,21,19,C. sikamea,3,,L,2.791
End SH,July-10-2021,No Tide,21,19,C. sikamea,3,,W,2.111
End SH,July-10-2021,No Tide,21,19,C. sikamea,4,,L,3.019
End SH,July-10-2021,No Tide,21,19,C. sikamea,4,,W,2.214
End SH,July-10-2021,No Tide,21,19,C. sikamea,5,,L,2.653
End SH,July-10-2021,No Tide,21,19,C. sikamea,5,,W,1.91
End SH,July-10-2021,No Tide,21,19,C. sikamea,6,,L,2.943
End SH,July-10-2021,No Tide,21,19,C. sikamea,6,,W,2.199
End SH,July-10-2021,No Tide,21,19,C. sikamea,7,,L,2.934
End SH,July-10-2021,No Tide,21,19,C. sikamea,7,,W,1.994
End SH,July-10-2021,No Tide,21,19,C. sikamea,8,,L,2.944
End SH,July-10-2021,No Tide,21,19,C. sikamea,8,,W,1.868
End SH,July-10-2021,No Tide,21,19,C. sikamea,9,,L,3.013
End SH,July-10-2021,No Tide,21,19,C. sikamea,9,,W,2.05
End SH,July-10-2021,No Tide,21,19,C. sikamea,10,,L,2.642
End SH,July-10-2021,No Tide,21,19,C. sikamea,10,,W,2.183
End SH,July-10-2021,No Tide,21,20,M. gigas,1,,L,3.121
End SH,July-10-2021,No Tide,21,20,M. gigas,1,,W,2.001
End SH,July-10-2021,No Tide,21,20,M. gigas,2,,L,2.069
End SH,July-10-2021,No Tide,21,20,M. gigas,2,,W,1.583
End SH,July-10-2021,No Tide,21,20,M. gigas,3,,L,2.829
End SH,July-10-2021,No Tide,21,20,M. gigas,3,,W,1.795
End SH,July-10-2021,No Tide,21,20,M. gigas,4,,L,2.306
End SH,July-10-2021,No Tide,21,20,M. gigas,4,,W,1.711
End SH,July-10-2021,No Tide,21,20,M. gigas,5,,L,2.405
End SH,July-10-2021,No Tide,21,20,M. gigas,5,,W,1.809
End SH,July-10-2021,No Tide,21,20,M. gigas,6,,L,2.123
End SH,July-10-2021,No Tide,21,20,M. gigas,6,,W,1.572
End SH,July-10-2021,No Tide,21,20,M. gigas,7,,L,2.523
