Sampling_Time,Site,Location,Species,SH_Tide,SH_Temp,Bag,Rep,L,W
1,Middle,BBOC,C. sikamea,Tide,16,18,6,2.468,2.193
1,Middle,BBOC,C. sikamea,Tide,16,18,7,2.508,2.109
1,Middle,BBOC,C. sikamea,Tide,16,18,8,3.075,2.416
1,Middle,BBOC,C. sikamea,Tide,16,18,9,3.163,2.516
1,Middle,BBOC,C. sikamea,Tide,16,18,10,3.102,2.572
1,Middle,BBOC,C. sikamea,No Tide,21,19,1,2.545,2.086
1,Middle,BBOC,C. sikamea,No Tide,21,19,2,2.552,2.148
1,Middle,BBOC,C. sikamea,No Tide,21,19,3,2.417,2.336
1,Middle,BBOC,C. sikamea,No Tide,21,19,4,2.75,2.106
1,Middle,BBOC,C. sikamea,No Tide,21,19,5,2.372,2.011
1,Middle,BBOC,C. sikamea,No Tide,21,19,6,2.778,1.817
1,Middle,BBOC,C. sikamea,No Tide,21,19,7,3.394,2.311
1,Middle,BBOC,C. sikamea,No Tide,21,19,8,2.458,2.174
1,Middle,BBOC,C. sikamea,No Tide,21,19,9,2.581,2.103
1,Middle,BBOC,C. sikamea,No Tide,21,19,10,3.038,1.614
1,Middle,BBOC,C. sikamea,No Tide,21,20,1,2.565,1.804
1,Middle,BBOC,C. sikamea,No Tide,21,20,2,2.804,2.14
1,Middle,BBOC,C. sikamea,No Tide,21,20,3,2.509,2.209
1,Middle,BBOC,C. sikamea,No Tide,21,20,4,2.387,1.889
1,Middle,BBOC,C. sikamea,No Tide,21,20,5,2.984,2.375
1,Middle,BBOC,C. sikamea,No Tide,21,20,6,2.835,2.067
1,Middle,BBOC,C. sikamea,No Tide,21,20,7,2.942,1.999
1,Middle,BBOC,C. sikamea,No Tide,21,20,8,2.272,2.151
1,Middle,BBOC,C. sikamea,No Tide,21,20,9,3.065,2.375
1,Middle,BBOC,C. sikamea,No Tide,21,20,10,3.087,2.407
1,Middle,BBOC,C. sikamea,No Tide,21,21,1,2.721,1.863
1,Middle,BBOC,C. sikamea,No Tide,21,21,2,2.306,2.026
1,Middle,BBOC,C. sikamea,No Tide,21,21,3,2.833,1.814
1,Middle,BBOC,C. sikamea,No Tide,21,21,4,2.543,2.312
1,Middle,BBOC,C. sikamea,No Tide,21,21,5,2.575,2.092
1,Middle,BBOC,C. sikamea,No Tide,21,21,6,2.583,1.769
1,Middle,BBOC,C. sikamea,No Tide,21,21,7,3.01,2.131
1,Middle,BBOC,C. sikamea,No Tide,21,21,8,2.629,1.864
1,Middle,BBOC,C. sikamea,No Tide,21,21,9,2.806,2.238
1,Middle,BBOC,C. sikamea,No Tide,21,21,10,2.721,2.107
1,Middle,BBOC,C. sikamea,No Tide,16,22,1,3.095,2.129
1,Middle,BBOC,C. sikamea,No Tide,16,22,2,2.588,1.913
1,Middle,BBOC,C. sikamea,No Tide,16,22,3,1.927,1.927
1,Middle,BBOC,C. sikamea,No Tide,16,22,4,2.739,1.956
1,Middle,BBOC,C. sikamea,No Tide,16,22,5,2.59,2.047
1,Middle,BBOC,C. sikamea,No Tide,16,22,6,2.744,2.375
1,Middle,BBOC,C. sikamea,No Tide,16,22,7,2.016,1.697
1,Middle,BBOC,C. sikamea,No Tide,16,22,8,2.028,1.683
1,Middle,BBOC,C. sikamea,No Tide,16,22,9,2.777,2.388
1,Middle,BBOC,C. sikamea,No Tide,16,22,10,2.909,2.201
1,Middle,BBOC,C. sikamea,No Tide,16,23,1,2.693,1.657
1,Middle,BBOC,C. sikamea,No Tide,16,23,2,2.965,2.116
1,Middle,BBOC,C. sikamea,No Tide,16,23,3,2.54,2.044
1,Middle,BBOC,C. sikamea,No Tide,16,23,4,2.922,2.23
1,Middle,BBOC,C. sikamea,No Tide,16,23,5,2.508,2.387
1,Middle,BBOC,C. sikamea,No Tide,16,23,6,2.231,2.666
1,Middle,BBOC,C. sikamea,No Tide,16,23,7,2.056,2.72
1,Middle,BBOC,C. sikamea,No Tide,16,23,8,2.532,2.432
1,Middle,BBOC,C. sikamea,No Tide,16,23,9,2.705,2.373
1,Middle,BBOC,C. sikamea,No Tide,16,23,10,2.143,2.13
1,Middle,BBOC,C. sikamea,No Tide,16,24,1,2.96,1.916
1,Middle,BBOC,C. sikamea,No Tide,16,24,2,2.97,2.05
1,Middle,BBOC,C. sikamea,No Tide,16,24,3,2.603,1.958
1,Middle,BBOC,C. sikamea,No Tide,16,24,4,3.172,2.152
1,Middle,BBOC,C. sikamea,No Tide,16,24,5,2.765,2.068
1,Middle,BBOC,C. sikamea,No Tide,16,24,6,2.898,2.438
1,Middle,BBOC,C. sikamea,No Tide,16,24,7,3.006,1.963
1,Middle,BBOC,C. sikamea,No Tide,16,24,8,2.725,2.003
1,Middle,BBOC,C. sikamea,No Tide,16,24,9,2.891,2.099
1,Middle,BBOC,C. sikamea,No Tide,16,24,10,2.452,1.826
4,Middle,BBOC,C. sikamea,Tide,21,13,1,4.403,3.406
4,Middle,BBOC,C. sikamea,Tide,21,13,2,4.1,2.813
4,Middle,BBOC,C. sikamea,Tide,21,13,3,3.662,2.419
4,Middle,BBOC,C. sikamea,Tide,21,13,4,4.063,2.685
4,Middle,BBOC,C. sikamea,Tide,21,13,5,4.03,3.191
4,Middle,BBOC,C. sikamea,Tide,21,13,6,4.34,2.766
4,Middle,BBOC,C. sikamea,Tide,21,13,7,4.378,3.153
4,Middle,BBOC,C. sikamea,Tide,21,13,8,3.369,2.577
4,Middle,BBOC,C. sikamea,Tide,21,13,9,4.104,2.584
4,Middle,BBOC,C. sikamea,Tide,21,13,10,3.574,3.006
4,Middle,BBOC,C. sikamea,Tide,21,14,1,4.388,3.205
4,Middle,BBOC,C. sikamea,Tide,21,14,2,4.217,2.553
4,Middle,BBOC,C. sikamea,Tide,21,14,3,3.246,2.918
4,Middle,BBOC,C. sikamea,Tide,21,14,4,4.037,3.051
4,Middle,BBOC,C. sikamea,Tide,21,14,5,3.669,2.256
4,Middle,BBOC,C. sikamea,Tide,21,14,6,3.125,2.743
4,Middle,BBOC,C. sikamea,Tide,21,14,7,3.84,2.87
4,Middle,BBOC,C. sikamea,Tide,21,14,8,3.52,2.657
4,Middle,BBOC,C. sikamea,Tide,21,14,9,4.119,3.4
4,Middle,BBOC,C. sikamea,Tide,21,14,10,3.328,2.678
4,Middle,BBOC,C. sikamea,Tide,21,15,1,4.835,3.303
4,Middle,BBOC,C. sikamea,Tide,21,15,2,3.883,3.11
4,Middle,BBOC,C. sikamea,Tide,21,15,3,4.755,3.043
4,Middle,BBOC,C. sikamea,Tide,21,15,4,3.669,2.645
4,Middle,BBOC,C. sikamea,Tide,21,15,5,4.214,2.958
4,Middle,BBOC,C. sikamea,Tide,21,15,6,3.778,2.574
4,Middle,BBOC,C. sikamea,Tide,21,15,7,4.094,3.009
4,Middle,BBOC,C. sikamea,Tide,21,15,8,3.548,3.308
4,Middle,BBOC,C. sikamea,Tide,21,15,9,3.585,3.086
4,Middle,BBOC,C. sikamea,Tide,21,15,10,3.416,2.773
4,Middle,BBOC,C. sikamea,Tide,16,16,1,3.946,3.071
4,Middle,BBOC,C. sikamea,Tide,16,16,2,3.451,2.454
4,Middle,BBOC,C. sikamea,Tide,16,16,3,3.801,3.269
4,Middle,BBOC,C. sikamea,Tide,16,16,4,3.136,2.646
4,Middle,BBOC,C. sikamea,Tide,16,16,5,3.816,3.406
4,Middle,BBOC,C. sikamea,Tide,16,16,6,3.82,3.393
4,Middle,BBOC,C. sikamea,Tide,16,16,7,3.881,3.154
4,Middle,BBOC,C. sikamea,Tide,16,16,8,3.625,3.189
4,Middle,BBOC,C. sikamea,Tide,16,16,9,3.813,3.526
4,Middle,BBOC,C. sikamea,Tide,16,16,10,4.039,3.384
4,Middle,BBOC,C. sikamea,Tide,16,17,1,3.355,2.509
4,Middle,BBOC,C. sikamea,Tide,16,17,2,3.157,2.661
4,Middle,BBOC,C. sikamea,Tide,16,17,3,3.52,2.84
4,Middle,BBOC,C. sikamea,Tide,16,17,4,3.487,2.986
4,Middle,BBOC,C. sikamea,Tide,16,17,5,3.484,2.292
4,Middle,BBOC,C. sikamea,Tide,16,17,6,3.888,2.845
4,Middle,BBOC,C. sikamea,Tide,16,17,7,3.76,2.888
4,Middle,BBOC,C. sikamea,Tide,16,17,8,3.821,3.133
4,Middle,BBOC,C. sikamea,Tide,16,17,9,3.58,3.072
4,Middle,BBOC,C. sikamea,Tide,16,17,10,3.959,2.963
4,Middle,BBOC,C. sikamea,Tide,16,18,1,3.361,2.464
4,Middle,BBOC,C. sikamea,Tide,16,18,2,3.941,2.592
4,Middle,BBOC,C. sikamea,Tide,16,18,3,3.302,2.848
4,Middle,BBOC,C. sikamea,Tide,16,18,4,4.326,3.308
4,Middle,BBOC,C. sikamea,Tide,16,18,5,3.623,2.642
4,Middle,BBOC,C. sikamea,Tide,16,18,6,3.898,3.216
4,Middle,BBOC,C. sikamea,Tide,16,18,7,3.738,3.016
4,Middle,BBOC,C. sikamea,Tide,16,18,8,3.895,2.909
4,Middle,BBOC,C. sikamea,Tide,16,18,9,3.863,3.121
4,Middle,BBOC,C. sikamea,Tide,16,18,10,3.784,2.922
4,Middle,BBOC,C. sikamea,No Tide,21,19,1,3.705,2.912
4,Middle,BBOC,C. sikamea,No Tide,21,19,2,4.483,3.111
4,Middle,BBOC,C. sikamea,No Tide,21,19,3,4.248,3.093
4,Middle,BBOC,C. sikamea,No Tide,21,19,4,4.408,3.027
4,Middle,BBOC,C. sikamea,No Tide,21,19,5,4.512,3.365
4,Middle,BBOC,C. sikamea,No Tide,21,19,6,4.026,2.938
4,Middle,BBOC,C. sikamea,No Tide,21,19,7,3.718,2.581
4,Middle,BBOC,C. sikamea,No Tide,21,19,8,4.352,2.871
4,Middle,BBOC,C. sikamea,No Tide,21,19,9,3.926,3.027
4,Middle,BBOC,C. sikamea,No Tide,21,19,10,3.778,3.171
4,Middle,BBOC,C. sikamea,No Tide,21,20,1,4.006,2.667
4,Middle,BBOC,C. sikamea,No Tide,21,20,2,4.122,3.284
4,Middle,BBOC,C. sikamea,No Tide,21,20,3,3.181,2.327
4,Middle,BBOC,C. sikamea,No Tide,21,20,4,3.629,2.814
4,Middle,BBOC,C. sikamea,No Tide,21,20,5,3.217,2.69
4,Middle,BBOC,C. sikamea,No Tide,21,20,6,4.21,2.985
4,Middle,BBOC,C. sikamea,No Tide,21,20,7,3.553,2.992
4,Middle,BBOC,C. sikamea,No Tide,21,20,8,3.566,2.457
4,Middle,BBOC,C. sikamea,No Tide,21,20,9,4.28,3.386
4,Middle,BBOC,C. sikamea,No Tide,21,20,10,3.69,2.834
4,Middle,BBOC,C. sikamea,No Tide,21,21,1,4.801,3.938
4,Middle,BBOC,C. sikamea,No Tide,21,21,2,4.124,3.713
4,Middle,BBOC,C. sikamea,No Tide,21,21,3,3.457,2.342
4,Middle,BBOC,C. sikamea,No Tide,21,21,4,3.983,2.53
4,Middle,BBOC,C. sikamea,No Tide,21,21,5,4.384,3.072
4,Middle,BBOC,C. sikamea,No Tide,21,21,6,3.331,2.941
4,Middle,BBOC,C. sikamea,No Tide,21,21,7,3.559,2.481
4,Middle,BBOC,C. sikamea,No Tide,21,21,8,3.555,2.911
4,Middle,BBOC,C. sikamea,No Tide,21,21,9,3.677,3.148
4,Middle,BBOC,C. sikamea,No Tide,21,21,10,2.885,3.028
4,Middle,BBOC,C. sikamea,No Tide,16,22,1,3.343,2.589
4,Middle,BBOC,C. sikamea,No Tide,16,22,2,3.824,2.953
4,Middle,BBOC,C. sikamea,No Tide,16,22,3,3.661,2.88
4,Middle,BBOC,C. sikamea,No Tide,16,22,4,3.103,2.703
4,Middle,BBOC,C. sikamea,No Tide,16,22,5,3.486,2.976
4,Middle,BBOC,C. sikamea,No Tide,16,22,6,3.274,3.202
4,Middle,BBOC,C. sikamea,No Tide,16,22,7,4.26,3.086
4,Middle,BBOC,C. sikamea,No Tide,16,22,8,4.275,3.198
4,Middle,BBOC,C. sikamea,No Tide,16,22,9,3.367,2.106
4,Middle,BBOC,C. sikamea,No Tide,16,22,10,3.634,2.945
4,Middle,BBOC,C. sikamea,No Tide,16,23,1,3.825,2.482
4,Middle,BBOC,C. sikamea,No Tide,16,23,2,4.016,2.985
4,Middle,BBOC,C. sikamea,No Tide,16,23,3,3.513,3.339
4,Middle,BBOC,C. sikamea,No Tide,16,23,4,3.76,3.051
4,Middle,BBOC,C. sikamea,No Tide,16,23,5,3.025,2.661
4,Middle,BBOC,C. sikamea,No Tide,16,23,6,3.481,2.583
4,Middle,BBOC,C. sikamea,No Tide,16,23,7,3.992,3.269
4,Middle,BBOC,C. sikamea,No Tide,16,23,8,4.31,2.927
4,Middle,BBOC,C. sikamea,No Tide,16,23,9,3.23,2.971
4,Middle,BBOC,C. sikamea,No Tide,16,23,10,3.201,3.238
4,Middle,BBOC,C. sikamea,No Tide,16,24,2,4.911,3.701
4,Middle,BBOC,C. sikamea,No Tide,16,24,3,4.471,3.294
4,Middle,BBOC,C. sikamea,No Tide,16,24,4,3.926,3.151
4,Middle,BBOC,C. sikamea,No Tide,16,24,5,4.131,3.251
4,Middle,BBOC,C. sikamea,No Tide,16,24,6,3.727,3.122
4,Middle,BBOC,C. sikamea,No Tide,16,24,7,3.536,2.904
4,Middle,BBOC,C. sikamea,No Tide,16,24,8,4.04,2.638
4,Middle,BBOC,C. sikamea,No Tide,16,24,9,3.611,3.118
4,Middle,BBOC,C. sikamea,No Tide,16,24,10,4.072,3.374
1,North,HIOC,C. sikamea,Tide,21,1,1,2.744,1.907
1,North,HIOC,C. sikamea,Tide,21,1,2,2.886,1.869
1,North,HIOC,C. sikamea,Tide,21,1,3,2.199,2.083
1,North,HIOC,C. sikamea,Tide,21,1,4,2.184,2.291
1,North,HIOC,C. sikamea,Tide,21,1,5,2.615,2.338
1,North,HIOC,C. sikamea,Tide,21,1,6,2.421,1.694
1,North,HIOC,C. sikamea,Tide,21,1,7,2.911,2.266
1,North,HIOC,C. sikamea,Tide,21,1,8,2.751,2.311
1,North,HIOC,C. sikamea,Tide,21,1,9,2.758,1.878
1,North,HIOC,C. sikamea,Tide,21,1,10,2.084,2.277
1,North,HIOC,C. sikamea,Tide,21,2,1,2.64,2.383
1,North,HIOC,C. sikamea,Tide,21,2,2,2.395,2.542
1,North,HIOC,C. sikamea,Tide,21,2,3,2.305,2.335
1,North,HIOC,C. sikamea,Tide,21,2,4,2.649,2.378
1,North,HIOC,C. sikamea,Tide,21,2,5,2.376,1.806
1,North,HIOC,C. sikamea,Tide,21,2,6,2.581,1.618
1,North,HIOC,C. sikamea,Tide,21,2,7,2.716,2.112
1,North,HIOC,C. sikamea,Tide,21,2,8,2.662,1.731
1,North,HIOC,C. sikamea,Tide,21,2,9,2.819,2.303
1,North,HIOC,C. sikamea,Tide,21,2,10,2.853,2.216
1,North,HIOC,C. sikamea,Tide,21,3,1,2.957,2.262
1,North,HIOC,C. sikamea,Tide,21,3,2,2.294,1.557
1,North,HIOC,C. sikamea,Tide,21,3,3,2.95,1.966
1,North,HIOC,C. sikamea,Tide,21,3,4,2.936,2.024
1,North,HIOC,C. sikamea,Tide,21,3,5,2.672,2.244
1,North,HIOC,C. sikamea,Tide,21,3,6,2.201,1.848
1,North,HIOC,C. sikamea,Tide,21,3,7,2.479,1.842
1,North,HIOC,C. sikamea,Tide,21,3,8,3.229,2.524
1,North,HIOC,C. sikamea,Tide,21,3,9,3.008,1.97
1,North,HIOC,C. sikamea,Tide,21,3,10,2.819,2.289
1,North,HIOC,C. sikamea,Tide,16,4,1,2.415,2.191
1,North,HIOC,C. sikamea,Tide,16,4,2,2.711,2.155
1,North,HIOC,C. sikamea,Tide,16,4,3,2.445,2.162
1,North,HIOC,C. sikamea,Tide,16,4,4,2.325,1.984
1,North,HIOC,C. sikamea,Tide,16,4,5,2.217,2.364
1,North,HIOC,C. sikamea,Tide,16,4,6,3.049,2.458
1,North,HIOC,C. sikamea,Tide,16,4,7,2.44,2.108
1,North,HIOC,C. sikamea,Tide,16,4,8,2.485,2.238
1,North,HIOC,C. sikamea,Tide,16,4,9,2.201,1.868
1,North,HIOC,C. sikamea,Tide,16,4,10,2.684,2.147
1,North,HIOC,C. sikamea,Tide,16,5,1,2.816,2.498
1,North,HIOC,C. sikamea,Tide,16,5,2,3.262,1.965
1,North,HIOC,C. sikamea,Tide,16,5,3,2.963,2.154
1,North,HIOC,C. sikamea,Tide,16,5,4,2.752,1.892
1,North,HIOC,C. sikamea,Tide,16,5,5,2.932,1.848
1,North,HIOC,C. sikamea,Tide,16,5,6,2.858,2.176
1,North,HIOC,C. sikamea,Tide,16,5,7,3.037,2.115
1,North,HIOC,C. sikamea,Tide,16,5,8,2.618,1.935
1,North,HIOC,C. sikamea,Tide,16,5,9,3.081,2.196
1,North,HIOC,C. sikamea,Tide,16,5,10,2.536,1.672
1,North,HIOC,C. sikamea,Tide,16,6,1,2.602,1.971
1,North,HIOC,C. sikamea,Tide,16,6,2,3.394,2.505
1,North,HIOC,C. sikamea,Tide,16,6,3,3.324,2.14
1,North,HIOC,C. sikamea,Tide,16,6,4,2.719,2.17
1,North,HIOC,C. sikamea,Tide,16,6,5,2.74,2.558
1,North,HIOC,C. sikamea,Tide,16,6,6,2.892,1.759
1,North,HIOC,C. sikamea,Tide,16,6,7,2.667,2.549
1,North,HIOC,C. sikamea,Tide,16,6,8,2.826,2.165
1,North,HIOC,C. sikamea,Tide,16,6,9,2.629,2.473
1,North,HIOC,C. sikamea,Tide,16,6,10,2.796,1.88
1,North,HIOC,C. sikamea,No Tide,21,7,1,2.465,1.969
1,North,HIOC,C. sikamea,No Tide,21,7,2,2.116,2.346
1,North,HIOC,C. sikamea,No Tide,21,7,3,2.789,1.781
1,North,HIOC,C. sikamea,No Tide,21,7,4,2.136,1.625
1,North,HIOC,C. sikamea,No Tide,21,7,5,2.529,2.018
1,North,HIOC,C. sikamea,No Tide,21,7,6,2.938,1.997
1,North,HIOC,C. sikamea,No Tide,21,7,7,2.982,1.686
1,North,HIOC,C. sikamea,No Tide,21,7,8,2.346,2.343
1,North,HIOC,C. sikamea,No Tide,21,7,9,2.747,2.299
1,North,HIOC,C. sikamea,No Tide,21,7,10,2.279,2.235
1,North,HIOC,C. sikamea,No Tide,21,8,1,2.889,2.211
1,North,HIOC,C. sikamea,No Tide,21,8,2,2.719,2.096
1,North,HIOC,C. sikamea,No Tide,21,8,3,3.03,2.448
1,North,HIOC,C. sikamea,No Tide,21,8,4,2.601,2.095
1,North,HIOC,C. sikamea,No Tide,21,8,5,2.68,1.851
1,North,HIOC,C. sikamea,No Tide,21,8,6,2.762,2.153
1,North,HIOC,C. sikamea,No Tide,21,8,7,2.771,1.927
1,North,HIOC,C. sikamea,No Tide,21,8,8,3.22,2.345
1,North,HIOC,C. sikamea,No Tide,21,8,9,3.179,2.214
1,North,HIOC,C. sikamea,No Tide,21,8,10,2.519,1.915
1,North,HIOC,C. sikamea,No Tide,21,9,1,3.577,2.471
1,North,HIOC,C. sikamea,No Tide,21,9,2,2.573,2.192
1,North,HIOC,C. sikamea,No Tide,21,9,3,2.438,2.506
1,North,HIOC,C. sikamea,No Tide,21,9,4,2.64,1.658
1,North,HIOC,C. sikamea,No Tide,21,9,5,2.54,2.185
1,North,HIOC,C. sikamea,No Tide,21,9,6,2.995,1.836
1,North,HIOC,C. sikamea,No Tide,21,9,7,3.023,2.052
1,North,HIOC,C. sikamea,No Tide,21,9,8,2.866,2.116
1,North,HIOC,C. sikamea,No Tide,21,9,9,2.837,2.271
1,North,HIOC,C. sikamea,No Tide,21,9,10,2.766,1.859
1,North,HIOC,C. sikamea,No Tide,16,10,1,2.191,1.853
1,North,HIOC,C. sikamea,No Tide,16,10,2,2.764,1.814
1,North,HIOC,C. sikamea,No Tide,16,10,3,2.324,2.072
1,North,HIOC,C. sikamea,No Tide,16,10,4,2.334,1.942
1,North,HIOC,C. sikamea,No Tide,16,10,5,2.747,1.943
1,North,HIOC,C. sikamea,No Tide,16,10,6,2.78,1.977
1,North,HIOC,C. sikamea,No Tide,16,10,7,2.569,2.139
1,North,HIOC,C. sikamea,No Tide,16,10,8,2.691,1.954
1,North,HIOC,C. sikamea,No Tide,16,10,9,2.878,1.911
1,North,HIOC,C. sikamea,No Tide,16,10,10,2.521,2.016
1,North,HIOC,C. sikamea,No Tide,16,11,1,2.618,2.147
1,North,HIOC,C. sikamea,No Tide,16,11,2,2.704,2.149
1,North,HIOC,C. sikamea,No Tide,16,11,3,2.549,1.999
1,North,HIOC,C. sikamea,No Tide,16,11,4,2.662,2
1,North,HIOC,C. sikamea,No Tide,16,11,5,2.545,2.028
1,North,HIOC,C. sikamea,No Tide,16,11,6,2.703,2.366
1,North,HIOC,C. sikamea,No Tide,16,11,7,2.743,2.253
1,North,HIOC,C. sikamea,No Tide,16,11,8,3.223,2.25
1,North,HIOC,C. sikamea,No Tide,16,11,9,2.859,2.081
1,North,HIOC,C. sikamea,No Tide,16,11,10,2.384,2.033
1,North,HIOC,C. sikamea,No Tide,16,12,1,3.152,1.633
1,North,HIOC,C. sikamea,No Tide,16,12,2,2.812,2.31
1,North,HIOC,C. sikamea,No Tide,16,12,3,3.116,2.205
1,North,HIOC,C. sikamea,No Tide,16,12,4,2.72,2.19
1,North,HIOC,C. sikamea,No Tide,16,12,5,3.028,2.014
1,North,HIOC,C. sikamea,No Tide,16,12,6,2.69,2.042
1,North,HIOC,C. sikamea,No Tide,16,12,7,2.956,2.121
1,North,HIOC,C. sikamea,No Tide,16,12,8,3,2.083
1,North,HIOC,C. sikamea,No Tide,16,12,9,2.788,2.276
1,North,HIOC,C. sikamea,No Tide,16,12,10,2.859,2.08
4,North,HIOC,C. sikamea,Tide,21,1,1,3.643,3.192
4,North,HIOC,C. sikamea,Tide,21,1,2,3.835,2.917
4,North,HIOC,C. sikamea,Tide,21,1,3,3.154,2.89
4,North,HIOC,C. sikamea,Tide,21,1,4,3.281,2.858
4,North,HIOC,C. sikamea,Tide,21,1,5,3.479,2.652
4,North,HIOC,C. sikamea,Tide,21,1,6,3.65,2.906
4,North,HIOC,C. sikamea,Tide,21,1,7,3.822,2.991
4,North,HIOC,C. sikamea,Tide,21,1,8,3.746,2.798
4,North,HIOC,C. sikamea,Tide,21,1,9,3.294,3.08
4,North,HIOC,C. sikamea,Tide,21,1,10,3.168,2.927
4,North,HIOC,C. sikamea,Tide,21,2,1,3.922,3.07
4,North,HIOC,C. sikamea,Tide,21,2,2,3.391,2.553
4,North,HIOC,C. sikamea,Tide,21,2,3,3.3,2.534
4,North,HIOC,C. sikamea,Tide,21,2,4,3.768,2.962
4,North,HIOC,C. sikamea,Tide,21,2,5,3.734,2.551
4,North,HIOC,C. sikamea,Tide,21,2,6,3.968,3.361
4,North,HIOC,C. sikamea,Tide,21,2,7,3.415,2.836
4,North,HIOC,C. sikamea,Tide,21,2,8,3.746,3.012
4,North,HIOC,C. sikamea,Tide,21,2,9,3.009,2.487
4,North,HIOC,C. sikamea,Tide,21,2,10,3.079,3.158
4,North,HIOC,C. sikamea,Tide,21,3,1,3.288,2.819
4,North,HIOC,C. sikamea,Tide,21,3,2,3.487,3.258
4,North,HIOC,C. sikamea,Tide,21,3,3,3.084,2.766
4,North,HIOC,C. sikamea,Tide,21,3,4,3.548,2.458
4,North,HIOC,C. sikamea,Tide,21,3,5,4.183,3.679
4,North,HIOC,C. sikamea,Tide,21,3,6,3.673,2.25
4,North,HIOC,C. sikamea,Tide,21,3,7,3.024,2.21
4,North,HIOC,C. sikamea,Tide,21,3,8,3.416,2.862
4,North,HIOC,C. sikamea,Tide,21,3,9,3.667,2.889
4,North,HIOC,C. sikamea,Tide,21,3,10,3.734,3.509
4,North,HIOC,C. sikamea,Tide,16,4,1,3.837,3.032
