Sampling_Time,Date,SH_Tide,SH_Temp,Tank,Species,Rep,,L/W,Size_cm
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,1,,W,1.799
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,2,,L,2.432
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,2,,W,1.901
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,3,,L,2.208
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,3,,W,1.839
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,4,,L,2.192
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,4,,W,1.752
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,5,,L,2.106
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,5,,W,1.709
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,6,,L,2.276
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,6,,W,1.67
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,7,,L,2.328
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,7,,W,1.711
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,8,,L,1.912
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,8,,W,1.575
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,9,,L,2.769
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,9,,W,1.914
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,10,,L,2.367
Mid-SH,July-4-2021,No Tide,16,4,M. gigas,10,,W,1.776
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,1,,L,3.037
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,1,,W,2.057
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,2,,L,3.31
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,2,,W,2.38
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,3,,L,2.829
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,3,,W,1.764
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,4,,L,2.748
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,4,,W,2.034
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,5,,L,2.84
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,5,,W,1.812
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,6,,L,2.709
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,6,,W,1.623
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,7,,L,2.852
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,7,,W,2.149
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,8,,L,2.665
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,8,,W,1.951
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,9,,L,2.282
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,9,,W,2.066
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,10,,L,2.591
Mid-SH,July-4-2021,No Tide,16,5,C. sikamea,10,,W,2.303
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,1,,L,3.09
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,1,,W,1.955
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,2,,L,2.775
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,2,,W,2.058
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,3,,L,2.746
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,3,,W,1.707
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,4,,L,2.842
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,4,,W,1.928
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,5,,L,2.636
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,5,,W,1.756
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,6,,L,2.38
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,6,,W,1.996
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,7,,L,2.812
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,7,,W,2.063
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,8,,L,2.779
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,8,,W,1.792
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,9,,L,3.115
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,9,,W,1.888
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,10,,L,2.447
Mid-SH,July-4-2021,No Tide,16,6,C. sikamea,10,,W,1.959
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,1,,L,2.989
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,1,,W,2.05
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,2,,L,3.073
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,2,,W,2.111
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,3,,L,2.827
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,3,,W,2.238
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,4,,L,2.453
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,4,,W,1.906
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,5,,L,2.443
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,5,,W,1.82
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,6,,L,2.726
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,6,,W,1.943
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,7,,L,2.732
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,7,,W,2.035
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,8,,L,2.701
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,8,,W,2.282
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,9,,L,2.315
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,9,,W,1.919
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,10,,L,2.945
Mid-SH,July-4-2021,No Tide,16,7,C. sikamea,10,,W,2.061
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,1,,L,2.814
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,1,,W,1.978
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,2,,L,3.441
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,2,,W,2.137
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,3,,L,3.124
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,3,,W,2.083
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,4,,L,2.784
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,4,,W,2.024
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,5,,L,3.103
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,5,,W,2.151
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,6,,L,3.241
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,6,,W,1.992
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,7,,L,3.093
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,7,,W,2.529
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,8,,L,2.61
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,8,,W,2.162
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,9,,L,2.999
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,9,,W,2.327
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,10,,L,2.815
Mid-SH,July-4-2021,Tide,16,8,C. sikamea,10,,W,2.058
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,1,,L,3.837
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,1,,W,2.494
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,2,,L,2.852
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,2,,W,1.765
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,3,,L,2.959
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,3,,W,2.079
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,4,,L,2.572
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,4,,W,2.077
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,5,,L,2.801
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,5,,W,2.844
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,6,,L,2.843
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,6,,W,2.119
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,7,,L,2.644
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,7,,W,2.077
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,8,,L,2.832
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,8,,W,1.995
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,9,,L,3.283
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,9,,W,2.322
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,10,,L,3.493
Mid-SH,July-4-2021,Tide,16,9,C. sikamea,10,,W,2.391
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,1,,L,2.485
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,1,,W,1.799
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,2,,L,2.313
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,2,,W,2.16
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,3,,L,2.685
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,3,,W,1.98
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,4,,L,2.537
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,4,,W,2.326
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,5,,L,2.867
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,5,,W,2.512
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,6,,L,2.55
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,6,,W,1.689
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,7,,L,2.589
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,7,,W,1.799
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,8,,L,2.548
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,8,,W,2.09
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,9,,L,2.603
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,9,,W,2.168
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,10,,L,2.746
Mid-SH,July-4-2021,Tide,16,10,C. sikamea,10,,W,2.158
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,1,,L,2.732
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,1,,W,2.505
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,2,,L,2.764
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,2,,W,2.522
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,3,,L,2.556
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,3,,W,2.192
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,4,,L,2.921
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,4,,W,2.329
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,5,,L,2.673
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,5,,W,2.199
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,6,,L,2.466
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,6,,W,1.8
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,7,,L,2.824
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,7,,W,2.201
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,8,,L,3.276
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,8,,W,2.444
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,9,,L,2.653
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,9,,W,1.723
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,10,,L,2.686
Mid-SH,July-4-2021,Tide,16,11,C. sikamea,10,,W,1.965
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,1,,L,2.689
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,1,,W,1.92
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,2,,L,2.917
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,2,,W,2.076
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,3,,L,2.505
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,3,,W,2.079
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,4,,L,3.354
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,4,,W,2.228
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,5,,L,3.263
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,5,,W,2.42
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,6,,L,2.327
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,6,,W,2.076
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,7,,L,3.101
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,7,,W,2.217
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,8,,L,2.529
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,8,,W,1.855
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,9,,L,2.839
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,9,,W,1.911
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,10,,L,2.74
Mid-SH,July-4-2021,Tide,16,12,C. sikamea,10,,W,1.799
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,1,,L,2.76
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,1,,W,2.083
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,2,,L,2.646
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,2,,W,2.294
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,3,,L,3.101
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,3,,W,1.972
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,4,,L,2.808
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,4,,W,2.125
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,5,,L,2.253
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,5,,W,1.824
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,6,,L,2.631
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,6,,W,1.88
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,7,,L,2.631
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,7,,W,1.96
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,8,,L,2.882
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,8,,W,1.98
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,9,,L,2.725
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,9,,W,1.786
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,10,,L,2.658
Mid-SH,July-4-2021,Tide,21,13,C. sikamea,10,,W,2.115
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,1,,L,3.048
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,1,,W,2.242
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,2,,L,2.967
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,2,,W,2.023
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,3,,L,2.981
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,3,,W,1.947
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,4,,L,3.112
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,4,,W,2.274
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,5,,L,2.746
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,5,,W,1.866
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,6,,L,2.759
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,6,,W,1.993
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,7,,L,2.955
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,7,,W,2.122
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,8,,L,2.7
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,8,,W,2.095
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,9,,L,2.932
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,9,,W,2.618
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,10,,L,2.994
Mid-SH,July-4-2021,Tide,21,14,C. sikamea,10,,W,2.397
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,1,,L,3.178
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,1,,W,2.658
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,2,,L,2.823
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,2,,W,2.268
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,3,,L,3.159
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,3,,W,1.945
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,4,,L,2.885
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,4,,W,2.159
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,5,,L,2.811
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,5,,W,1.988
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,6,,L,2.997
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,6,,W,2.128
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,7,,L,2.753
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,7,,W,2.069
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,8,,L,2.89
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,8,,W,2.258
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,9,,L,3.24
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,9,,W,2.466
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,10,,L,3.014
Mid-SH,July-4-2021,Tide,21,15,C. sikamea,10,,W,2.192
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,1,,L,3.139
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,1,,W,2.294
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,2,,L,3.371
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,2,,W,2.208
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,3,,L,2.891
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,3,,W,2.102
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,4,,L,2.812
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,4,,W,1.899
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,5,,L,2.312
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,5,,W,1.822
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,6,,L,3.009
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,6,,W,2.172
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,7,,L,2.346
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,7,,W,2.252
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,8,,L,2.663
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,8,,W,1.979
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,9,,L,2.665
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,9,,W,1.843
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,10,,L,3.02
Mid-SH,July-4-2021,Tide,21,16,C. sikamea,10,,W,2.363
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,1,,L,2.573
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,1,,W,1.983
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,2,,L,2.674
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,2,,W,2.131
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,3,,L,2.833
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,3,,W,2.503
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,4,,L,3.289
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,4,,W,2.564
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,5,,L,2.743
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,5,,W,2.134
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,6,,L,2.646
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,6,,W,2.092
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,7,,L,3.046
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,7,,W,2.187
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,8,,L,3.1
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,8,,W,2.351
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,9,,L,3.077
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,9,,W,2.297
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,10,,L,2.984
Mid-SH,July-4-2021,Tide,21,17,C. sikamea,10,,W,2.12
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,1,,L,3.215
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,1,,W,2.101
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,2,,L,2.595
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,2,,W,1.774
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,3,,L,2.526
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,3,,W,1.983
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,4,,L,2.878
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,4,,W,1.757
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,5,,L,2.26
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,5,,W,1.545
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,6,,L,2.98
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,6,,W,1.846
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,7,,L,2.411
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,7,,W,1.587
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,8,,L,3.007
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,8,,W,1.822
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,9,,L,2.559
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,9,,W,1.752
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,10,,L,2.643
Mid-SH,July-4-2021,No Tide,21,18,M. gigas,10,,W,1.745
Mid-SH,July-4-2021,No Tide,21,19,C. sikamea,1,,L,2.533
Mid-SH,July-4-2021,No Tide,21,19,C. sikamea,1,,W,2.05
Mid-SH,July-4-2021,No Tide,21,19,C. sikamea,2,,L,2.78
